stock_no,item_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
ZVMZ5,227619,HK,G,round,0.30,G,VVS2,EX,EX,EX,N,4.30-4.33x2.64,GIA,5383589654,2300,-33.10%,$461.61,WH,M0,,,BT0,BC0,EC0,,Y,60.00,61.10,31.50,41.80,Pinpoint  Cloud,N,2021-05-11,,Arrived,,,NO BGM  no black
XVMZ5,227617,HK,G,round,0.30,G,VVS2,VG,EX,VG,N,4.17-4.20x2.67,GIA,7386848052,2300,-42.20%,$398.82,WH,M0,,,BT0,BC0,EC0,,Y,60.00,63.80,37.00,40.80,Cloud  Indented Natural,N,2021-06-01,,Arrived,,,NO BGM  no black
WVMZ5,227616,HK,G,round,0.30,G,IF,EX,EX,EX,N,4.26-4.30x2.67,GIA,6381771624,2700,-37.90%,$503.01,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.40,34.00,41.80,Minor Details of Polish,N,2021-05-24,,Arrived,,,NO BGM  no black
VVMZ5,227615,HK,G,round,0.30,G,VVS2,VG,VG,VG,N,4.17-4.21x2.67,GIA,6214764492,2300,-41.90%,$400.89,WH,M0,,,BT0,BC0,EC0,,Y,59.00,63.80,36.00,41.00,Pinpoint  Feather  Indented Natural  Natural,N,2021-06-11,,Arrived,,,NO BGM  no black
UVMZ5,227614,HK,G,round,0.30,G,VVS2,VG,EX,VG,N,4.20-4.23x2.62,GIA,6382842969,2300,-42.20%,$398.82,WH,M0,,,BT0,BC0,EC0,,Y,61.00,62.10,35.50,40.60,Indented Natural  Pinpoint  Surface Graining,N,2021-05-27,,Arrived,,,NO BGM  no black
TVMZ5,227613,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.30-4.33x2.62,GIA,2384917513,2700,-36.10%,$517.59,WH,M0,,,BT0,BC0,EC0,,Y,61.00,60.70,34.50,40.80,Pinpoint  Cavity,N,2021-06-03,,Arrived,,,NO BGM  no black
RVMZ5,227701,HK,G,round,0.30,G,VVS2,EX,EX,EX,N,4.24-4.27x2.66,GIA,2211741124,2300,-33.10%,$461.61,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.50,36.00,40.60,Cloud  Pinpoint  Indented Natural,N,2021-06-02,,Arrived,,,NO BGM  no black
QVMZ5,227700,HK,G,round,0.30,H,VVS1,EX,EX,EX,N,4.29-4.32x2.63,GIA,7382768714,2300,-34.60%,$451.26,WH,M0,,,BT0,BC0,EC0,,Y,58.00,61.20,34.00,40.60,Pinpoint,N,2021-05-24,,Arrived,,,NO BGM  no black
OVMZ5,227698,HK,G,round,0.30,F,VVS1,EX,EX,EX,N,4.29-4.31x2.66,GIA,2386914746,2700,-36.10%,$517.59,WH,M0,,,BT0,BC0,EC0,,Y,60.00,61.90,35.00,41.40,Chip,N,2021-06-04,,Arrived,,,NO BGM  no black
NVMZ5,227697,HK,G,round,0.30,G,IF,EX,EX,EX,N,4.26-4.29x2.69,GIA,2387808221,2700,-38.40%,$498.96,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.80,36.50,40.60,Minor Details of Polish,N,2021-05-26,,Arrived,,,NO BGM  no black
IVMZ5,227692,HK,G,round,0.30,H,VVS2,EX,EX,EX,N,4.24-4.27x2.69,GIA,6213742129,2200,-33.20%,$440.88,WH,M0,,,BT1,BC0,EC0,,Y,56.00,63.30,36.50,41.00,Pinpoint  Needle,N,2021-06-04,,Arrived,,,NO BGM
GVMZ5,227263,HK,G,round,0.80,D,VVS2,EX,EX,VG,N,5.85-5.92x3.72,GIA,3385519867,6300,-27.00%,$3679.20,WH,M0,,,BT1,BC0,EC0,EX,Y,55.00,63.30,36.50,40.60,Cloud  Needle  Pinpoint  Cavity,N,2021-04-29,,Arrived,,,NO BGM
AVMZ5,227257,HK,G,round,0.30,D,VVS1,EX,EX,EX,N,4.30-4.34x2.64,GIA,3385933337,3000,-37.40%,$563.40,WH,M0,,,BT0,BC0,EC0,,Y,61.00,61.00,33.00,41.80,Feather,N,2021-06-07,,Arrived,,,NO BGM  no black
4VMZ5,227794,HK,G,round,0.40,E,VS2,EX,EX,EX,N,4.65-4.69x2.95,GIA,1405115961,2700,-32.60%,$727.92,WH,M0,,,BT1,BC1,EC0,,Y,56.00,63.20,36.50,41.00,Cloud  Crystal,N,2021-08-26,,Arrived,,,NO BGM
YUMZ5,227789,HK,G,round,0.70,G,VS2,EX,EX,EX,N,5.60-5.65x3.59,GIA,7406312107,4800,-29.00%,$2385.60,WH,M0,,,BT1,BC0,EC0,,Y,57.00,63.70,36.00,41.40,Cloud  Crystal,N,2021-09-13,,Arrived,,,NO BGM
PUMZ5,227713,HK,G,round,0.70,G,VS2,EX,EX,EX,N,5.61-5.65x3.55,GIA,7391778293,4800,-29.00%,$2385.60,WH,M0,,,BT1,BC0,EC0,,Y,57.00,63.00,35.00,41.20,Twinning Wisp  Feather,N,2021-08-04,,Arrived,,,NO BGM
IUMZ5,227755,HK,G,round,0.30,G,VVS2,EX,EX,EX,N,4.26-4.28x2.68,GIA,6382648830,2300,-33.10%,$461.61,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.70,36.50,41.00,Cloud  Pinpoint  Indented Natural,N,2021-05-13,,Arrived,,,NO BGM  no black
7UMZ5,227705,HK,G,round,0.40,H,IF,EX,EX,EX,N,4.67-4.71x2.96,GIA,5212763122,2800,-31.40%,$768.32,WH,M0,,,BT0,BC0,EC0,EX,Y,55.00,63.30,36.50,40.60,Minor Details of Polish,N,2021-06-14,,Arrived,,,NO BGM  no black
6UMZ5,227704,HK,G,round,0.30,D,VVS1,EX,EX,EX,N,4.26-4.27x2.68,GIA,6214726016,3000,-37.40%,$563.40,WH,M0,,,BT0,BC0,EC0,EX,Y,55.00,62.80,36.50,40.60,Feather,N,2021-05-27,,Arrived,,,NO BGM  no black
ZTMZ5,227766,HK,G,round,0.30,D,VVS1,EX,EX,EX,N,4.33-4.35x2.58,GIA,6381981734,3000,-37.40%,$563.40,WH,M0,,,BT0,BC0,EC0,,Y,61.00,59.50,33.50,40.80,Feather,N,2021-06-07,,Arrived,,,NO BGM  no black
TTMZ5,227472,HK,G,round,0.40,G,VS1,VG,VG,VG,N,4.57-4.61x2.95,GIA,6401717083,2600,-37.70%,$647.92,WH,M0,,,BT1,BC0,EC0,,Y,56.00,64.20,37.00,40.20,Crystal  Pinpoint,VS,2021-10-06,,Arrived,,,NO BGM
QTMZ5,227469,HK,G,round,0.30,G,VS1,EX,EX,EX,N,4.24-4.28x2.66,GIA,1397918302,2200,-30.70%,$457.38,WH,M0,,,BT1,BC1,EC0,,Y,57.00,62.60,36.50,40.80,Cloud  Crystal  Feather  Cavity,N,2021-08-14,,Arrived,,,NO BGM
KTMZ5,227463,HK,G,round,0.30,G,VVS2,VG,VG,VG,N,4.15-4.21x2.68,GIA,2396926753,2300,-41.70%,$402.27,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,64.00,37.50,40.40,Indented Natural,N,2021-08-17,,Arrived,,,NO BGM  no black
ATMZ5,227804,HK,G,round,0.40,G,VS2,EX,EX,EX,N,4.70-4.74x2.91,GIA,2406800685,2500,-28.70%,$713.00,WH,M0,,,BT1,BC1,EC0,EX,Y,56.00,61.80,35.50,40.60,Crystal  Knot  Feather,N,2021-10-18,,Arrived,,,NO BGM
9TMZ5,227353,HK,G,round,0.30,F,VS1,VG,EX,VG,N,4.15-4.20x2.67,GIA,1408602774,2300,-42.20%,$398.82,WH,M0,,,BT1,BC1,EC0,VG,Y,57.00,64.00,38.00,40.20,Crystal  Cloud  Needle  Pinpoint,VS,2021-09-30,,Arrived,,,NO BGM
ZSMZ5,227433,HK,G,round,0.40,G,VS2,EX,EX,EX,N,4.68-4.71x2.96,GIA,1403655134,2500,-28.70%,$713.00,WH,M0,,,BT1,BC0,EC0,,Y,56.00,63.10,36.00,41.20,Crystal  Cloud  Feather,N,2021-10-01,,Arrived,,,NO BGM
YSMZ5,227432,HK,G,round,0.40,G,VS2,EX,EX,EX,N,4.68-4.71x2.96,GIA,1409655118,2500,-28.10%,$719.00,WH,M0,,,BT0,BC1,EC0,,Y,56.00,63.10,32.50,41.80,Feather  Crystal  Cloud,N,2021-10-06,,Arrived,,,NO BGM  table no black
WSMZ5,227430,HK,G,round,0.40,E,VS2,EX,EX,EX,N,4.66-4.70x2.95,GIA,6402623238,2700,-32.60%,$727.92,WH,M0,,,BT1,BC1,EC0,,Y,58.00,63.10,34.50,41.60,Crystal  Feather  Cloud,N,2021-09-30,,Arrived,,,NO BGM
SSMZ5,227426,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.26-4.28x2.66,GIA,1389617772,2400,-35.90%,$461.52,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.30,35.50,41.00,Crystal,N,2021-05-12,,Arrived,,,NO BGM
MSMZ5,227549,HK,G,round,0.30,E,VS1,EX,EX,EX,N,4.24-4.27x2.66,GIA,6213706734,2400,-35.10%,$467.28,WH,M0,,,BT1,BC0,EC0,,Y,58.00,62.50,35.50,41.20,Crystal  Pinpoint,N,2021-05-20,,Arrived,,,NO BGM
JSMZ5,227546,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.25-4.27x2.69,GIA,6375931545,2500,-36.50%,$476.25,WH,M0,,,BT0,BC0,EC0,,Y,56.00,63.20,36.50,41.00,Feather,N,2021-03-11,,Arrived,,,NO BGM  no black
DSMZ5,227480,HK,G,round,0.60,D,IF,EX,EX,EX,N,5.37-5.41x3.36,GIA,2215682948,7000,-37.10%,$2641.80,WH,M0,,,BT0,BC0,EC0,,Y,60.00,62.40,34.00,41.80,Minor Details of Polish,N,2021-05-12,,Arrived,,,NO BGM  no black
9SMZ5,227476,HK,G,round,0.30,E,VVS2,EX,EX,EX,N,4.26-4.29x2.66,GIA,5212727808,2600,-36.90%,$492.18,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.30,33.00,41.20,Needle  Pinpoint  Feather,N,2021-05-27,,Arrived,,,NO BGM  no black
6SMZ5,227473,HK,G,round,0.30,H,VVS2,EX,EX,EX,N,4.29-4.32x2.70,GIA,2213672469,2200,-33.20%,$440.88,WH,M0,,,BT1,BC0,EC0,,Y,58.00,62.70,34.50,41.60,Pinpoint  Indented Natural,N,2021-05-08,,Arrived,,,NO BGM
3SMZ5,227560,HK,G,round,0.30,G,IF,EX,EX,EX,N,4.25-4.28x2.68,GIA,2211702764,2700,-38.40%,$498.96,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.70,36.00,41.00,Minor Details of Polish,N,2021-05-19,,Arrived,,,NO BGM  no black
2SMZ5,227559,HK,G,round,0.30,G,IF,EX,EX,EX,N,4.30-4.33x2.62,GIA,2215714203,2700,-38.40%,$498.96,WH,M0,,,BT0,BC0,EC0,,Y,61.00,60.80,32.50,41.60,Minor Details of Polish,N,2021-05-22,,Arrived,,,NO BGM  no black
0SMZ5,227557,HK,G,round,0.30,G,IF,EX,EX,EX,N,4.25-4.28x2.65,GIA,2215655113,2700,-38.40%,$498.96,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.20,36.00,40.60,Extra Facet  Minor Details of Polish,N,2021-05-04,,Arrived,,,NO BGM  no black
YRMZ5,227555,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.26-4.29x2.67,GIA,1216591150,2500,-36.70%,$474.75,WH,M0,,,BT0,BC0,EC0,,Y,56.00,62.40,36.50,40.80,Cavity,N,2021-04-07,,Arrived,,,NO BGM  no black
WRMZ5,227553,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.26-4.29x2.64,GIA,2215570112,2500,-36.70%,$474.75,WH,M0,,,BT0,BC0,EC0,VG,Y,59.00,61.70,36.00,40.60,Cloud  Surface Graining,N,2021-04-01,,Arrived,,,NO BGM  no black
PRMZ5,227486,HK,G,round,0.60,D,IF,EX,EX,EX,N,5.36-5.41x3.40,GIA,2386167259,7000,-36.60%,$2662.80,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.10,35.50,41.40,Minor Details of Polish,N,2021-03-26,,Arrived,,,NO BGM  no black
ORMZ5,227485,HK,G,round,0.30,E,VVS2,EX,EX,EX,N,4.27-4.30x2.67,GIA,2215736131,2600,-37.10%,$490.62,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.30,35.00,41.60,Cloud  Indented Natural,N,2021-06-02,,Arrived,,,NO BGM  no black
NRMZ5,227484,HK,G,round,0.60,E,IF,EX,EX,EX,N,5.32-5.36x3.39,GIA,7383324592,5400,-24.60%,$2442.96,WH,M0,,,BT0,BC0,EC0,,Y,58.00,63.50,34.50,41.80,Minor Details of Polish,N,2021-04-12,,Arrived,,,NO BGM  no black
JRMZ5,227540,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.32-4.35x2.65,GIA,6382508259,2500,-36.70%,$474.75,WH,M0,,,BT0,BC0,EC0,,Y,61.00,61.10,33.00,41.60,Pinpoint  Feather,N,2021-04-30,,Arrived,,,NO BGM  no black
IRMZ5,227539,HK,G,round,0.60,D,IF,EX,EX,EX,N,5.35-5.38x3.39,GIA,5212549391,7000,-37.10%,$2641.80,WH,M0,,,BT0,BC0,EC0,,Y,56.00,63.10,36.50,41.00,Minor Details of Polish,N,2021-03-23,,Arrived,,,NO BGM  no black
HRMZ5,227538,HK,G,round,0.30,D,VVS1,EX,EX,EX,N,4.22-4.26x2.69,GIA,2215773162,3000,-37.40%,$563.40,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.40,36.50,41.20,Pinpoint  Feather,N,2021-06-11,,Arrived,,,NO BGM  no black
FRMZ5,227536,HK,G,round,0.60,E,IF,EX,EX,EX,N,5.34-5.39x3.38,GIA,7386314468,5400,-24.60%,$2442.96,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.00,36.00,41.20,Minor Details of Polish,N,2021-04-09,,Arrived,,,NO BGM  no black
DRMZ5,227534,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.31-4.34x2.66,GIA,2386572383,2500,-36.20%,$478.50,WH,M0,,,BT0,BC0,EC0,,Y,59.00,61.40,32.50,41.80,Feather,N,2021-05-04,,Arrived,,,NO BGM  no black
ARMZ5,227600,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.30-4.33x2.64,GIA,2387330988,2500,-36.70%,$474.75,WH,M0,,,BT0,BC0,EC0,,Y,60.00,61.20,32.00,41.80,Cloud  Pinpoint,N,2021-04-26,,Arrived,,,NO BGM  no black
7RMZ5,227597,HK,G,round,0.31,E,IF,EX,EX,EX,N,4.33-4.35x2.70,GIA,6217707784,3000,-40.40%,$554.28,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.30,34.00,41.80,Surface Graining  Minor Details of Polish,N,2021-05-20,,Arrived,,,NO BGM  no black
RQMZ5,227631,HK,G,round,0.30,G,VVS2,EX,EX,VG,N,4.22-4.28x2.67,GIA,2377851058,2300,-40.90%,$407.79,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.80,35.50,41.00,Cloud  Needle  Pinpoint  Indented Natural,N,2021-03-05,,Arrived,,,NO BGM  no black
PQMZ5,227629,HK,G,round,0.30,H,VVS2,EX,EX,VG,N,4.22-4.28x2.68,GIA,7371828127,2200,-40.40%,$393.36,WH,M0,,,BT0,BC0,EC0,EX,Y,55.00,63.10,36.50,40.60,Feather  Manufacturing Remnant,N,2021-03-05,,Arrived,,,NO BGM  no black
MQMZ5,227626,HK,G,round,0.60,F,IF,EX,EX,EX,N,5.37-5.42x3.32,GIA,6382316538,4800,-24.10%,$2185.92,WH,M0,,,BT0,BC0,EC0,,Y,62.00,61.60,33.50,41.80,Natural  Minor Details of Polish,N,2021-04-09,,Arrived,,,NO BGM  no black
8QMZ5,227672,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.34-4.35x2.59,GIA,6217592957,2500,-36.50%,$476.25,WH,M0,,,BT0,BC0,EC0,,Y,60.00,59.60,32.50,40.80,Feather,N,2021-04-08,,Arrived,,,NO BGM  no black
7QMZ5,227671,HK,G,round,0.60,D,IF,EX,EX,EX,N,5.36-5.40x3.35,GIA,2215571556,7000,-37.10%,$2641.80,WH,M0,,,BT0,BC0,EC0,EX,Y,56.00,62.40,35.50,40.60,Minor Details of Polish,N,2021-03-30,,Arrived,,,NO BGM  no black
5QMZ5,227669,HK,G,round,0.30,G,IF,EX,EX,EX,N,4.30-4.34x2.63,GIA,2215681213,2700,-38.40%,$498.96,WH,M0,,,BT0,BC0,EC0,,Y,61.00,61.00,33.00,41.80,Minor Details of Polish,N,2021-05-12,,Arrived,,,NO BGM  no black
1QMZ5,227665,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.29-4.32x2.62,GIA,6214706324,2400,-35.10%,$467.28,WH,M0,,,BT0,BC1,EC0,,Y,59.00,60.70,34.50,40.60,Crystal  Feather,N,2021-05-19,,Arrived,,,NO BGM  table no black
XPMZ5,227661,HK,G,round,0.60,E,IF,EX,EX,EX,N,5.38-5.41x3.36,GIA,3385369435,5400,-24.60%,$2442.96,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.30,35.00,41.40,Minor Details of Polish,N,2021-04-15,,Arrived,,,NO BGM  no black
WPMZ5,227660,HK,G,round,0.30,G,IF,EX,EX,EX,N,4.31-4.35x2.62,GIA,1383325969,2700,-38.40%,$498.96,WH,M0,,,BT0,BC0,EC0,EX,Y,58.00,60.50,34.00,40.80,Surface Graining  Minor Details of Polish,N,2021-04-14,,Arrived,,,NO BGM  no black
VPMZ5,227659,HK,G,round,0.60,D,IF,EX,EX,EX,N,5.32-5.36x3.37,GIA,2387206825,7000,-37.10%,$2641.80,WH,M0,,,BT0,BC0,EC0,,Y,56.00,63.20,36.50,40.80,Minor Details of Polish,N,2021-03-30,,Arrived,,,NO BGM  no black
QPMZ5,227654,HK,G,round,0.60,F,IF,EX,EX,EX,N,5.35-5.39x3.37,GIA,2384520219,4800,-22.60%,$2229.12,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.80,35.00,41.40,Minor Details of Polish,N,2021-04-29,,Arrived,,,NO BGM  no black
PPMZ5,227653,HK,G,round,0.60,D,IF,EX,EX,EX,N,5.37-5.40x3.39,GIA,2386038881,7000,-36.60%,$2662.80,WH,M0,,,BT0,BC0,EC0,,Y,57.00,63.00,36.50,41.20,Minor Details of Polish,N,2021-04-17,,Arrived,,,NO BGM  no black
LPMZ5,227689,HK,G,round,0.30,H,VVS1,EX,EX,EX,N,4.27-4.31x2.69,GIA,7388456085,2300,-34.60%,$451.26,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.60,35.50,40.80,Feather,N,2021-04-26,,Arrived,,,NO BGM  no black
KPMZ5,227688,HK,G,round,0.30,H,VVS1,EX,EX,EX,N,4.26-4.29x2.67,GIA,6382479841,2300,-34.60%,$451.26,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.50,35.00,41.40,Feather,N,2021-04-28,,Arrived,,,NO BGM  no black
JPMZ5,227687,HK,G,round,0.60,D,IF,EX,EX,EX,N,5.37-5.42x3.38,GIA,7371815895,7000,-36.60%,$2662.80,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.60,35.50,41.40,Minor Details of Polish,N,2021-03-27,,Arrived,,,NO BGM  no black
GPMZ5,227684,HK,G,round,0.30,H,VVS1,EX,EX,EX,N,4.27-4.29x2.66,GIA,6382032137,2300,-34.60%,$451.26,WH,M0,,,BT0,BC0,EC0,EX,Y,57.00,62.30,35.50,40.80,Pinpoint,N,2021-03-16,,Arrived,,,NO BGM  no black
FPMZ5,227683,HK,G,round,0.30,H,VVS1,EX,EX,EX,N,4.26-4.28x2.65,GIA,2376477956,2300,-34.60%,$451.26,WH,M0,,,BT0,BC0,EC0,,Y,59.00,62.10,35.50,41.20,Feather,N,2021-02-03,,Arrived,,,NO BGM  no black
EPMZ5,227682,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.37-4.39x2.61,GIA,2384168070,2500,-36.50%,$476.25,WH,M0,,,BT0,BC0,EC0,,Y,58.00,59.70,32.00,41.00,Cloud  Feather,N,2021-04-02,,Arrived,,,NO BGM  no black
DPMZ5,226961,HK,G,round,1.00,F,SI1,GD,EX,GD,N,6.14-6.18x4.06,GIA,6405455733,7800,-52.10%,$3736.20,WH,M0,,,BT1,BC1,EC0,,Y,59.00,65.90,38.50,41.40,Cloud  Feather  Cavity  Crystal  Indented Natural  Needle  Natural,N,2021-09-28,,Arrived,,,NO BGM
APMZ5,226958,HK,G,round,1.00,G,SI2,VG,EX,VG,N,6.17-6.26x4.04,GIA,5393505948,6100,-40.20%,$3647.80,WH,M0,,,BT1,BC0,EC0,,Y,58.00,64.90,37.00,41.20,Feather  Crystal  Cloud  Indented Natural,N,2021-08-26,,Arrived,,,NO BGM
VOMZ5,226943,HK,G,round,1.00,H,VS1,EX,EX,EX,F,6.52-6.57x3.88,GIA,2225036775,8800,-28.80%,$6265.60,WH,M0,,,BT0,BC0,EC0,,Y,58.00,59.20,31.50,41.00,Crystal  Needle  Pinpoint  Indented Natural  Natural,N,2021-09-24,,Arrived,,,NO BGM  no black
TOMZ5,226941,HK,G,round,1.01,F,VS2,EX,EX,EX,N,6.35-6.39x3.99,GIA,1226035376,9800,-28.60%,$7067.17,WH,M0,,,BT1,BC1,EC0,,Y,58.00,62.70,35.00,41.40,Crystal  Feather  Cloud  Needle  Indented Natural,N,2021-09-22,,Arrived,,,NO BGM
ROMZ5,226939,HK,G,round,1.00,H,VS2,EX,EX,EX,N,6.52-6.55x3.86,GIA,1409283261,8300,-23.90%,$6316.30,WH,M0,,,BT0,BC0,EC0,,Y,60.00,59.10,31.50,41.00,Feather  Cloud  Indented Natural,N,2021-09-28,,Arrived,,,NO BGM  no black
JOMZ5,226931,HK,G,round,1.00,H,VS2,EX,EX,EX,N,6.45-6.48x3.91,GIA,6405565761,8300,-24.70%,$6249.90,WH,M0,,,BT1,BC0,EC0,EX,Y,58.00,60.50,32.50,41.20,Crystal  Feather  Needle,N,2021-10-21,,Arrived,,,NO BGM
EOMZ5,226926,HK,G,round,1.00,E,VS2,EX,EX,EX,N,6.32-6.37x4.01,GIA,6401329808,10300,-30.70%,$7137.90,WH,M0,,,BT1,BC0,EC0,,Y,57.00,63.20,36.50,41.00,Crystal  Cloud  Needle,N,2021-10-04,,Arrived,,,NO BGM
XNMZ5,226909,HK,G,round,1.01,G,VS1,EX,EX,EX,N,6.41-6.45x4.01,GIA,2404488799,10100,-27.40%,$7405.93,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.40,34.50,41.80,Crystal  Feather  Indented Natural  Needle  Cloud  Pinpoint,N,2021-09-23,,Arrived,,,NO BGM  no black
RNMZ5,226903,HK,G,round,1.01,H,VS2,EX,EX,EX,N,6.38-6.42x3.98,GIA,6401227174,8300,-25.00%,$6287.25,WH,M0,,,BT1,BC0,EC0,,Y,58.00,62.20,35.00,41.40,Cloud  Crystal  Feather  Needle,N,2021-09-30,,Arrived,,,NO BGM
QNMZ5,226902,HK,G,round,1.01,E,VVS2,EX,EX,EX,N,6.35-6.39x4.01,GIA,2406547515,12800,-30.20%,$9023.74,WH,M0,,,BT0,BC0,EC0,,Y,57.00,62.90,36.50,41.00,Cloud  Pinpoint  Indented Natural,N,2021-09-27,,Arrived,,,NO BGM  no black
GNMZ5,226892,HK,G,round,1.00,E,VVS2,EX,EX,EX,N,6.35-6.40x3.99,GIA,2221021814,12800,-30.50%,$8896.00,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.70,35.00,41.60,Cloud  Feather  Indented Natural  Pinpoint  Natural,N,2021-09-14,,Arrived,,,NO BGM  no black
0NMZ5,226876,HK,G,round,0.70,D,VS1,EX,EX,EX,N,5.61-5.64x3.56,GIA,1407567471,5900,-32.60%,$2783.62,WH,M0,,,BT0,BC0,EC0,,Y,56.00,63.20,36.50,41.00,Crystal  Indented Natural  Pinpoint,N,2021-10-19,,Arrived,,,NO BGM  no black
ZMMZ5,226875,HK,G,round,0.70,D,VS1,EX,EX,EX,N,5.61-5.65x3.57,GIA,3405566842,5900,-32.60%,$2783.62,WH,M0,,,BT0,BC0,EC0,EX,Y,55.00,63.30,36.50,40.60,Crystal  Indented Natural  Pinpoint,N,2021-10-18,,Arrived,,,NO BGM  no black
VMMZ5,226871,HK,G,round,0.70,J,VS2,EX,EX,EX,N,5.60-5.64x3.56,GIA,2225054093,2900,-27.80%,$1465.66,WH,M0,,,BT1,BC0,EC0,,Y,56.00,63.30,36.50,41.00,Crystal  Cloud,N,2021-10-05,,Arrived,,,NO BGM
UMMZ5,226870,HK,G,round,0.70,D,VS1,EX,EX,EX,N,5.63-5.68x3.55,GIA,2396906927,5900,-32.40%,$2791.88,WH,M0,,,BT0,BC1,EC0,,Y,57.00,62.80,36.50,41.00,Crystal  Needle  Pinpoint,N,2021-09-14,,Arrived,,,NO BGM  table no black
PMMZ5,226865,HK,G,round,0.70,G,VS2,EX,EX,EX,N,5.64-5.68x3.54,GIA,7408512575,4800,-29.70%,$2362.08,WH,M0,,,BT1,BC0,EC0,,Y,58.00,62.60,36.00,41.20,Cloud  Crystal,N,2021-09-23,,Arrived,,,NO BGM
LMMZ5,226861,HK,G,round,0.70,G,VS2,EX,EX,EX,N,5.75-5.79x3.47,GIA,2221020240,4800,-30.30%,$2341.92,WH,M0,,,BT1,BC1,EC0,,Y,61.00,60.10,32.50,41.60,Crystal  Feather  Cloud,N,2021-09-13,,Arrived,,,NO BGM
5MMZ5,226845,HK,G,round,0.80,I,VS1,EX,EX,EX,N,5.97-6.02x3.62,GIA,2215978912,3900,-20.70%,$2474.16,WH,M0,,,BT0,BC0,EC0,,Y,60.00,60.40,32.50,41.00,Indented Natural  Cloud,N,2021-08-24,,Arrived,,,NO BGM  no black
ZLMZ5,226839,HK,G,round,0.70,H,IF,EX,EX,EX,N,5.64-5.67x3.55,GIA,1393711131,5300,-35.00%,$2411.50,WH,M0,,,BT0,BC0,EC0,,Y,58.00,62.80,35.50,41.20,Minor Details of Polish,N,2021-09-03,,Arrived,,,NO BGM  no black
ILMZ5,226822,HK,G,round,0.50,E,SI2,EX,EX,EX,N,5.11-5.15x3.12,GIA,6402491748,2800,-32.00%,$952.00,WH,M0,,,BT1,BC0,EC0,,Y,60.00,60.80,32.00,41.80,Crystal  Feather,N,2021-09-21,,Arrived,,,NO BGM
GLMZ5,226820,HK,G,round,0.51,G,SI1,EX,EX,EX,M,5.09-5.12x3.20,GIA,6401443530,3200,-37.80%,$1015.10,WH,M0,,,BT1,BC0,EC0,,Y,57.00,62.60,34.50,41.60,Crystal  Feather,N,2021-09-20,,Arrived,,,NO BGM
ELMZ5,226818,HK,G,round,0.50,F,SI1,EX,EX,EX,F,5.06-5.08x3.16,GIA,6401371150,3300,-34.50%,$1080.75,WH,M0,,,BT1,BC1,EC0,,Y,56.00,62.40,36.50,40.80,Indented Natural  Twinning Wisp  Crystal,N,2021-09-15,,Arrived,,,NO BGM
1LMZ5,226805,HK,G,round,0.50,H,VS2,EX,EX,EX,N,5.08-5.10x3.16,GIA,5222057117,3700,-27.20%,$1346.80,WH,M0,,,BT1,BC0,EC0,,Y,58.00,62.10,36.00,41.20,Crystal  Cloud,N,2021-10-07,,Arrived,,,NO BGM
0LMZ5,226804,HK,G,round,0.50,H,VS2,EX,EX,EX,N,5.03-5.06x3.18,GIA,2225047797,3700,-27.50%,$1341.25,WH,M0,,,BT1,BC0,EC0,,Y,57.00,63.00,36.50,41.00,Indented Natural  Crystal  Cloud  Feather,N,2021-10-05,,Arrived,,,NO BGM
