stock_no,place,status,shape,carat,color,clarity,cut,polish,symmetry,fluorescence,measurements,report,report_no,rap,back,price,colsh,milky,WC,WT,BT,BC,eye_clean,HnA,ins,table,depth,CA,PA,keyToSymbols,culet,report_date,special,arrive,image,movie,comments
10241382,HK,G,round,0.50,G,SI1,GD,EX,VG,N,5x5.03x3.03,GIA,7391838868,3200,-46.23%,$860.32,WH,M0,,,,,EC0,,Y,66.00,60.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241375,HK,G,round,0.50,G,VS2,GD,EX,VG,N,4.81x4.84x3.19,GIA,2408461858,3800,-48.85%,$971.85,WH,M0,,,,,EC0,,Y,55.00,66.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241374,HK,G,round,0.50,F,SI1,GD,EX,VG,N,4.97x5.03x3.03,GIA,6402546991,3300,-45.19%,$904.37,WH,M0,,,,,EC0,,Y,63.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241373,HK,G,round,0.50,D,VS2,GD,VG,VG,N,4.78x4.86x3.2,GIA,6402457427,4200,-51.70%,$1014.30,WH,M0,,,,,EC0,,Y,57.00,66.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241372,HK,G,round,0.50,I,VS2,GD,EX,VG,N,4.8x4.87x3.19,GIA,5403530011,3000,-46.80%,$798.00,WH,M0,,,,,EC0,,Y,62.00,66.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241369,HK,G,round,0.50,G,VS2,GD,EX,VG,N,4.83x4.85x3.2,GIA,1405613240,3800,-48.85%,$971.85,WH,M0,,,,,EC0,,Y,56.00,66.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241368,HK,G,round,0.50,G,VS2,GD,EX,VG,N,4.79x4.86x3.21,GIA,6402617853,3800,-48.85%,$971.85,WH,M0,,,,,EC0,,Y,58.00,66.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241358,HK,G,round,0.50,G,VS2,GD,EX,VG,N,4.96x5.01x3.16,GIA,7402897278,3800,-48.85%,$971.85,WH,M0,,,,,EC0,,Y,67.00,63.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241355,HK,G,round,0.50,G,VS2,GD,EX,VG,N,4.86x4.89x3.21,GIA,1403961785,3800,-48.85%,$971.85,WH,M0,,,,,EC0,,Y,55.00,65.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241353,HK,G,round,0.50,E,SI1,VG,EX,VG,N,4.94x4.97x3.19,GIA,2416053436,3400,-36.50%,$1079.50,WH,M0,,,,,EC0,,Y,60.00,64.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241346,HK,G,round,0.50,E,SI1,VG,EX,VG,N,5.05x5.09x3.08,GIA,2417049396,3400,-36.50%,$1079.50,WH,M0,,,,,EC0,,Y,65.00,60.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241341,HK,G,round,0.50,E,SI1,VG,EX,VG,N,4.9x4.96x3.2,GIA,3415090549,3400,-36.30%,$1082.90,WH,M0,,,,,EC0,,Y,56.00,64.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241339,HK,G,round,0.51,G,SI1,EX,EX,EX,N,5.09x5.12x3.2,GIA,7396522749,3200,-30.30%,$1137.50,WH,M0,,,,,EC0,,Y,56.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241314,HK,G,round,0.70,H,SI1,VG,EX,EX,N,5.7x5.76x3.44,GIA,6392092848,3700,-32.80%,$1740.48,WH,M0,,,,,EC0,,Y,59.00,59.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241311,HK,G,round,0.70,J,SI1,VG,EX,EX,N,5.64x5.69x3.51,GIA,7403325928,2700,-30.90%,$1305.99,WH,M0,,,,,EC0,,Y,63.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241305,HK,G,round,0.80,H,SI1,EX,EX,EX,N,5.86x5.91x3.74,GIA,1409190658,3700,-18.80%,$2403.52,WH,M0,,,,,EC0,,Y,56.00,63.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241302,HK,G,round,0.82,G,SI1,EX,EX,EX,N,6.07x6.09x3.61,GIA,5396241582,4000,-21.40%,$2578.08,WH,M0,,,,,EC0,,Y,61.00,59.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241298,HK,G,round,1.00,F,VS1,EX,EX,EX,N,6.4x6.44x3.93,GIA,5406801969,11000,-29.30%,$7777.00,WH,M0,,,,,EC0,,Y,62.00,61.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241296,HK,G,round,1.50,H,VVS2,EX,EX,EX,N,7.24x7.3x4.55,GIA,6402245255,11800,-26.50%,$13009.50,WH,M0,,,,,EC0,,Y,59.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241294,æŠ¥å…³ä¸­,G,round,0.70,E,VS2,VG,EX,VG,N,5.58x5.61x3.57,GIA,5373242640,5300,-41.70%,$2162.93,WH,M0,,,,,EC0,,Y,56.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241293,æŠ¥å…³ä¸­,G,round,0.70,E,VS2,VG,EX,EX,N,5.57x5.60x3.59,GIA,6362237461,5300,-41.70%,$2162.93,WH,M0,,,,,EC0,,Y,59.00,64.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241291,SZ,G,round,0.30,F,VS1,VG,EX,VG,N,4.20x4.22x2.66,GIA,7406081510,2300,-41.00%,$407.10,WH,M0,,,,,EC0,,Y,60.00,63.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241289,SZ,G,round,0.30,F,VS1,VG,EX,VG,N,4.18x4.21x2.71,GIA,6402461846,2300,-41.00%,$407.10,WH,M0,,,,,EC0,,Y,57.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241286,SZ,G,round,0.50,F,VVS1,EX,EX,EX,N,5.08x5.10x3.15,GIA,1373189555,4600,-30.00%,$1610.00,WH,M0,,,,,EC0,,Y,60.00,61.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241284,SZ,G,round,0.50,F,VVS1,EX,EX,EX,N,5.06x5.09x3.17,GIA,6361609461,4600,-30.00%,$1610.00,WH,M0,,,,,EC0,,Y,60.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241283,SZ,G,round,0.50,F,VVS1,EX,EX,EX,N,5.04x5.08x3.13,GIA,3385310860,4600,-30.00%,$1610.00,WH,M0,,,,,EC0,,Y,61.00,61.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241279,HK,G,round,1.00,I,VS2,VG,EX,VG,N,6.15-6.24-4,GIA,2384628584,6700,-38.50%,$4120.50,WH,M0,,,,,EC0,,Y,58.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241275,HK,G,round,1.00,F,VS2,VG,EX,VG,N,6.18-6.28-4.04,GIA,6395959564,9800,-45.00%,$5390.00,WH,M0,,,,,EC0,,Y,56.00,64.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241267,HK,G,round,0.70,G,VS2,VG,EX,VG,N,5.61-5.68-3.51,GIA,6401519182,4800,-37.80%,$2089.92,WH,M0,,,,,EC0,,Y,62.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241266,HK,G,round,0.70,G,VS2,VG,EX,VG,N,5.5-5.57-3.57,GIA,6402329478,4800,-37.80%,$2089.92,WH,M0,,,,,EC0,,Y,57.00,64.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241262,HK,G,round,0.70,E,VS2,VG,VG,VG,N,5.49-5.54-3.54,GIA,5396778677,5300,-42.70%,$2125.83,WH,M0,,,,,EC0,,Y,58.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241260,HK,G,round,0.70,D,SI1,VG,VG,VG,N,5.49-5.54-3.57,GIA,6402323307,4600,-40.70%,$1909.46,WH,M0,,,,,EC0,,Y,57.00,64.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241254,HK,G,round,0.60,G,SI1,EX,EX,EX,N,5.33-5.37-3.34,GIA,6402403046,3200,-25.90%,$1422.72,WH,M0,,,,,EC0,,Y,61.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241208,HK,G,round,0.50,G,SI2,VG,VG,VG,N,4.94-4.98-3.2,GIA,3405886422,2600,-37.40%,$813.80,WH,M0,,,,,EC0,,Y,56.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241207,HK,G,round,0.50,G,SI2,VG,EX,VG,N,4.95-4.99-3.21,GIA,1405980712,2600,-37.40%,$813.80,WH,M0,,,,,EC0,,Y,59.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241205,HK,G,round,0.50,G,SI2,VG,EX,VG,N,4.95-5.01-3.1,GIA,3395837331,2600,-37.40%,$813.80,WH,M0,,,,,EC0,,Y,61.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241204,HK,G,round,0.50,G,SI2,VG,EX,VG,N,4.93-4.98-3.19,GIA,5396835889,2600,-37.40%,$813.80,WH,M0,,,,,EC0,,Y,59.00,64.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241203,HK,G,round,0.50,G,SI2,VG,EX,VG,N,4.95-4.98-3.22,GIA,2397838511,2600,-37.60%,$811.20,WH,M0,,,,,EC0,,Y,58.00,64.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241202,HK,G,round,0.50,G,SI2,VG,EX,VG,N,4.92-4.98-3.19,GIA,2406618951,2600,-37.60%,$811.20,WH,M0,,,,,EC0,,Y,58.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241139,HK,G,round,0.50,E,SI2,EX,EX,EX,N,5.07-5.09-3.19,GIA,7381815750,2800,-32.60%,$943.60,WH,M0,,,,,EC0,,Y,54.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241051,HK,G,round,0.40,F,SI2,VG,EX,VG,N,4.56-4.61-2.96,GIA,6391906706,2000,-40.30%,$477.60,WH,M0,,,,,EC0,,Y,57.00,64.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10241015,HK,G,round,0.40,E,SI1,EX,EX,EX,N,4.67-4.71-2.94,GIA,1375662171,2400,-33.10%,$642.24,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240990,HK,G,round,0.31,G,SI2,VG,VG,VG,N,4.24-4.27-2.67,GIA,7398005127,1600,-39.00%,$302.56,WH,M0,,,,,EC0,,Y,59.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240988,HK,G,round,0.31,G,SI1,EX,EX,EX,N,4.31-4.34-2.7,GIA,6402329167,1900,-31.80%,$401.70,WH,M0,,,,,EC0,,Y,57.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240986,HK,G,round,0.31,G,VS2,EX,EX,EX,F,4.31-4.34-2.71,GIA,1409429586,2100,-38.10%,$402.97,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240946,HK,G,round,0.30,H,VS1,VG,VG,VG,N,4.13-4.2-2.7,GIA,1408685749,2100,-35.60%,$405.72,WH,M0,,,,,EC0,,Y,58.00,64.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240941,HK,G,round,0.30,H,VS1,EX,EX,EX,F,4.31-4.33-2.6,GIA,3385690699,2100,-37.20%,$395.64,WH,M0,,,,,EC0,,Y,60.00,60.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240934,HK,G,round,0.30,G,SI2,VG,VG,VG,N,4.16-4.19-2.69,GIA,7402413930,1600,-37.60%,$299.52,WH,M0,,,,,EC0,,Y,56.00,64.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240933,HK,G,round,0.30,G,SI2,VG,VG,EX,N,4.14-4.19-2.7,GIA,6392778330,1600,-37.60%,$299.52,WH,M0,,,,,EC0,,Y,57.00,64.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240932,HK,G,round,0.30,G,SI2,VG,EX,VG,N,4.16-4.2-2.69,GIA,2394004983,1600,-37.60%,$299.52,WH,M0,,,,,EC0,,Y,57.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240931,HK,G,round,0.30,G,SI2,VG,EX,VG,N,4.19-4.21-2.68,GIA,1409326855,1600,-37.80%,$298.56,WH,M0,,,,,EC0,,Y,57.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240930,HK,G,round,0.30,G,SI2,VG,EX,VG,N,4.17-4.2-2.65,GIA,2396079212,1600,-37.80%,$298.56,WH,M0,,,,,EC0,,Y,60.00,63.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240926,HK,G,round,0.30,G,SI2,VG,EX,EX,N,4.14-4.17-2.68,GIA,5393268399,1600,-37.80%,$298.56,WH,M0,,,,,EC0,,Y,58.00,64.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240919,HK,G,round,0.30,G,SI2,EX,EX,EX,N,4.24-4.26-2.65,GIA,1409879283,1600,-32.40%,$324.48,WH,M0,,,,,EC0,,Y,58.00,62.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240903,HK,G,round,0.30,G,SI1,VG,EX,VG,N,4.17-4.24-2.7,GIA,7406146446,1900,-35.20%,$369.36,WH,M0,,,,,EC0,,Y,61.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240902,HK,G,round,0.30,G,SI1,VG,EX,VG,N,4.15-4.22-2.68,GIA,6401146847,1900,-35.40%,$368.22,WH,M0,,,,,EC0,,Y,62.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240894,HK,G,round,0.30,G,SI1,EX,EX,EX,N,4.23-4.26-2.7,GIA,1405240849,1900,-30.00%,$399.00,WH,M0,,,,,EC0,,Y,56.00,63.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240893,HK,G,round,0.30,G,SI1,EX,EX,EX,N,4.26-4.29-2.67,GIA,1405685416,1900,-30.20%,$397.86,WH,M0,,,,,EC0,,Y,59.00,62.40,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240891,HK,G,round,0.30,G,SI1,EX,EX,EX,N,4.31-4.34-2.61,GIA,6391961147,1900,-30.20%,$397.86,WH,M0,,,,,EC0,,Y,62.00,60.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240886,HK,G,round,0.30,G,VS2,EX,EX,EX,F,4.26-4.29-2.66,GIA,1393079176,2100,-36.10%,$402.57,WH,M0,,,,,EC0,,Y,60.00,62.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240876,HK,G,round,0.30,G,VVS1,EX,EX,EX,N,4.32-4.35-2.6,GIA,1408337432,2500,-37.60%,$468.00,WH,M0,,,,,EC0,,Y,61.00,59.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240872,HK,G,round,0.30,F,SI2,VG,EX,VG,N,4.19-4.24-2.7,GIA,6392519146,1700,-41.00%,$300.90,WH,M0,,,,,EC0,,Y,62.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240871,HK,G,round,0.30,F,SI2,VG,EX,VG,N,4.15-4.2-2.68,GIA,5396562191,1700,-41.00%,$300.90,WH,M0,,,,,EC0,,Y,57.00,64.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240832,HK,G,round,0.30,E,SI2,VG,VG,VG,N,4.17-4.21-2.68,GIA,7391401276,1800,-43.00%,$307.80,WH,M0,,,,,EC0,,Y,57.00,64.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240826,HK,G,round,0.30,E,SI2,VG,VG,VG,N,4.14-4.2-2.68,GIA,1377570013,1800,-43.20%,$306.72,WH,M0,,,,,EC0,,Y,59.00,64.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240825,HK,G,round,0.30,E,SI2,VG,VG,VG,N,4.19-4.22-2.7,GIA,6372746367,1800,-43.20%,$306.72,WH,M0,,,,,EC0,,Y,60.00,64.30,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240824,HK,G,round,0.30,E,SI2,VG,VG,VG,N,4.29-4.32-2.67,GIA,2398519329,1800,-43.20%,$306.72,WH,M0,,,,,EC0,,Y,61.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240823,HK,G,round,0.30,E,SI2,VG,EX,VG,N,4.25-4.27-2.59,GIA,7381472787,1800,-43.20%,$306.72,WH,M0,,,,,EC0,,Y,59.00,60.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240806,HK,G,round,0.30,E,SI2,EX,EX,EX,N,4.24-4.27-2.68,GIA,2408879902,1800,-36.00%,$345.60,WH,M0,,,,,EC0,,Y,56.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240802,HK,G,round,0.30,E,SI2,EX,EX,EX,N,4.3-4.32-2.63,GIA,7408306860,1800,-36.00%,$345.60,WH,M0,,,,,EC0,,Y,59.00,61.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240801,SZ,G,round,0.30,E,SI2,EX,EX,EX,N,4.36-4.38-2.59,GIA,5406412942,1800,-35.00%,$351.00,WH,M0,,,,,EC0,,Y,59.00,59.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240773,HK,G,round,0.30,D,SI2,VG,EX,VG,N,4.19-4.23-2.66,GIA,6391151482,1900,-41.80%,$331.74,WH,M0,,,,,EC0,,Y,61.00,63.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240772,HK,G,round,0.30,D,SI2,VG,EX,VG,N,4.17-4.2-2.68,GIA,7396002392,1900,-41.80%,$331.74,WH,M0,,,,,EC0,,Y,57.00,63.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240770,HK,G,round,0.30,D,SI2,VG,EX,EX,N,4.17-4.21-2.69,GIA,7398268962,1900,-42.00%,$330.60,WH,M0,,,,,EC0,,Y,60.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240762,HK,G,round,0.30,D,VS2,VG,EX,VG,N,4.13-4.19-2.69,GIA,1395187345,2400,-45.90%,$389.52,WH,M0,,,,,EC0,,Y,57.00,64.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240761,HK,G,round,0.30,D,VS2,VG,EX,VG,N,4.15-4.18-2.69,GIA,5393131731,2400,-45.90%,$389.52,WH,M0,,,,,EC0,,Y,56.00,64.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240760,HK,G,round,0.30,D,VS2,VG,EX,VG,N,4.14-4.2-2.69,GIA,6401146129,2400,-45.90%,$389.52,WH,M0,,,,,EC0,,Y,56.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240758,HK,G,round,0.30,D,VS2,VG,EX,VG,N,4.29-4.35-2.59,GIA,5396908787,2400,-45.90%,$389.52,WH,M0,,,,,EC0,,Y,57.00,60.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240754,HK,G,round,0.30,D,VS1,VG,VG,VG,N,4.14-4.2-2.7,GIA,2404143390,2600,-46.20%,$419.64,WH,M0,,,,,EC0,,Y,57.00,64.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240753,SZ,G,round,10.12,F,VVS1,EX,EX,EX,N,13.80-13.89x8.58,GIA,2201814198,105000,-32.50%,$717255.00,WH,M0,WC0,WT0,BT0,BC0,EC0,N,Y,59.00,62.00,33.00,41.80,"Needle  Feather",N,2020-01-02,Y,,,,"NO BGM AND 100EC"
10240752,SZ,G,round,0.50,D,VS2,EX,EX,EX,N,5.04x5.07x3.17,GIA,7396055177,4200,-31.10%,$1446.90,WH,M0,,,,,EC0,,Y,57.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240751,SZ,G,round,0.50,D,VS2,EX,EX,EX,N,5.08x5.11x3.16,GIA,7381969869,4200,-31.10%,$1446.90,WH,M0,,,,,EC0,,Y,54.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240745,SZ,G,round,0.40,D,VS2,VG,EX,EX,N,4.65x4.68x2.97,GIA,5396508313,2800,-40.90%,$661.92,WH,M0,,,,,EC0,,Y,55.00,63.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240743,SZ,G,round,1.00,F,VS1,VG,EX,VG,N,6.20x6.29x4.02,GIA,7373979949,11000,-46.90%,$5841.00,WH,M0,,,,,EC0,,Y,53.00,64.40,0.00,0.00,,,,Y,,7373979949,,"NO BGM and 100%EC"
10240739,SZ,G,round,1.00,E,VS2,EX,EX,EX,N,6.29x6.35x4.04,GIA,2387942515,10300,-29.40%,$7271.80,WH,M0,,,,,EC0,,Y,56.00,63.90,0.00,0.00,,,,Y,,2387942515,,"NO BGM and 100%EC"
10240738,SZ,G,round,1.00,E,VS1,EX,EX,EX,N,6.35x6.38x3.97,GIA,7396298569,11600,-29.40%,$8189.60,WH,M0,,,,,EC0,,Y,57.00,62.40,0.00,0.00,,,,Y,,7396298569,,"NO BGM and 100%EC"
10240735,SZ,G,round,1.00,D,VS2,VG,EX,VG,N,6.15x6.24x4.03,GIA,6365931171,11000,-47.40%,$5786.00,WH,M0,,,,,EC0,,Y,55.00,65.10,0.00,0.00,,,,Y,,6365931171,,"NO BGM and 100%EC"
10240734,SZ,G,round,1.01,D,VS2,VG,VG,VG,N,6.27x6.33x3.97,GIA,7381125205,11000,-47.70%,$5810.53,WH,M0,,,,,EC0,,Y,58.00,63.00,0.00,0.00,,,,Y,,7381125205,,"NO BGM and 100%EC"
10240733,SZ,G,round,0.60,D,VS1,VG,EX,EX,N,5.23x5.28x3.39,GIA,3395355864,4600,-38.10%,$1708.44,WH,M0,,,,,EC0,,Y,56.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240732,HK,G,round,2.01,E,VVS1,EX,EX,EX,N,8.26x8.33x4.90,GIA,6214528780,29500,-24.00%,$45064.20,WH,M0,,,,,EC0,,Y,62.00,59.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240731,SZ,G,round,1.50,G,VVS1,EX,EX,EX,N,7.29-7.32x4.56,GIA,1403561267,15200,-24.30%,$17259.60,WH,M0,,,,,EC0,,Y,57.00,62.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240728,HK,G,round,1.01,F,VS1,VG,VG,VG,N,6.19x6.26x4.05,GIA,1383761428,11000,-48.40%,$5732.76,WH,M0,,,,,EC0,,Y,56.00,65.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240727,SZ,G,round,1.00,H,VS1,VG,EX,VG,N,6.16x6.25x4.01,GIA,6392651415,8800,-36.40%,$5596.80,WH,M0,,,,,EC0,,Y,57.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240725,HK,G,round,1.00,F,VS1,VG,EX,VG,N,6.12x6.22x4.02,GIA,2406687264,11000,-47.30%,$5797.00,WH,M0,,,,,EC0,,Y,55.00,65.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240709,HK,G,round,1.00,F,VS1,VG,EX,VG,N,6.18x6.24x4.01,GIA,2397101463,11000,-48.10%,$5709.00,WH,M0,,,,,EC0,,Y,56.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240708,HK,G,round,1.00,F,VS1,VG,EX,VG,N,6.19x6.26x3.97,GIA,2396554187,11000,-48.10%,$5709.00,WH,M0,,,,,EC0,,Y,59.00,63.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240703,HK,G,round,1.00,E,VS1,VG,EX,VG,N,6.16x6.25x4.01,GIA,7382047375,11600,-48.20%,$6008.80,WH,M0,,,,,EC0,,Y,57.00,64.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240695,HK,G,round,1.00,I,VS1,VG,EX,VG,N,6.43x6.52x3.86,GIA,2386782350,7000,-38.10%,$4333.00,WH,M0,,,,,EC0,,Y,65.00,59.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240685,HK,G,round,0.40,E,VS1,EX,EX,EX,N,4.78x4.75x2.89,GIA,6402450979,2900,-32.00%,$788.80,WH,M0,,,,,EC0,,Y,60.00,60.50,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240677,HK,G,round,0.40,D,VS1,VG,EX,VG,N,4.62x4.56x2.95,GIA,5406768449,3000,-42.50%,$690.00,WH,M0,,,,,EC0,,Y,58.00,64.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240637,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.31x4.28x2.67,GIA,1393178199,2400,-35.90%,$461.52,WH,M0,,,,,EC0,,Y,60.00,62.10,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240636,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.29x4.26x2.69,GIA,5211762095,2400,-36.50%,$457.20,WH,M0,,,,,EC0,,Y,55.00,62.80,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240633,HK,G,round,0.30,D,VS2,EX,EX,EX,N,4.31x4.28x2.69,GIA,2215661658,2400,-36.50%,$457.20,WH,M0,,,,,EC0,,Y,58.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240600,SZ,G,round,1.51,F,VVS2,EX,EX,EX,N,7.28-7.33x4.53,GIA,6371982138,15800,-25.90%,$17678.78,WH,M0,,,,,EC0,,Y,59.00,62.00,0.00,0.00,,,,Y,,6371982138,,"NO BGM and 100%EC"
10240599,SZ,G,round,1.50,F,VS1,EX,EX,EX,N,7.26-7.32x4.57,GIA,2384762991,14600,-26.00%,$16206.00,WH,M0,,,,,EC0,,Y,59.00,62.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240589,HK,G,round,0.71,E,SI1,EX,EX,EX,N,5.69x5.67x3.55,GIA,7396492790,4400,-31.20%,$2149.31,WH,M0,,,,,EC0,,Y,57.00,62.60,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240588,HK,G,round,0.33,H,SI1,EX,EX,EX,N,4.41x4.38x2.78,GIA,3375305786,1800,-32.80%,$399.17,WH,M0,,,,,EC0,,Y,57.00,63.20,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240587,HK,G,round,0.33,H,SI1,EX,EX,EX,N,4.45x4.42x2.74,GIA,6385904671,1800,-32.80%,$399.17,WH,M0,,,,,EC0,,Y,58.00,61.70,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240583,HK,G,round,0.53,F,SI1,EX,EX,EX,N,5.18x5.14x3.2,GIA,6385736695,3300,-33.10%,$1170.08,WH,M0,,,,,EC0,,Y,59.00,62.00,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
10240581,HK,G,round,0.52,E,SI1,EX,EX,EX,N,5.13x5.1x3.22,GIA,5393048390,3400,-33.10%,$1182.79,WH,M0,,,,,EC0,,Y,55.00,62.90,0.00,0.00,,,,Y,,,,"NO BGM and 100%EC"
