Stock_No,Shape,Weight,Color,Clarity,Cut_Grade,Polish,Symmetry,Fluorescence_Intensity,Fluorescence_Color,Measurements,Lab,Certificate,Treatment,Rapa_Rate,Rate,Discount_x0025_,Amount,Fancy_Color,Fancy_Color_Intensity,Fancy_Color_Overtone,Depth_x0025_,Table_x0025_,Girdle_Thin,Girdle_Thick,Girdle_x0025_,Girdle_Condition,Culet_Size,Culet_Condition,Crown_Height,Crown_Angle,Pavilion_Depth,Pavilion_Angle,Laser_Inscription,Key_To_Symbol,Milky,Tinge,EyeClean,Comment,ImageLink,VideoLink,CertifateLink
KT3599,CB,0.90,J,SI2,,EX,VG,FNT,,5.33 - 5.48 * 3.43,Gia,2386266978,,2700.00,1107.00,-59.00,996.30,,,,64.30,60.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 2386266978,Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3599,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3599,
KT3600,CB,1.01,I,I1,,EX,G,No,,5.39 - 5.44 * 3.96,Gia,2384250492,,2500.00,1250.00,-50.00,1262.50,,,,73.50,64.00,MED to VTK,MED to VTK,,F,,NON,,,,,GIA 2384250492,Feather  Pinpoint,N ,,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3600,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3600,
KT3601,CB,0.71,J,VS2,,EX,VG,No,,4.52 - 5.53 * 3.10,Gia,2384265882,,2400.00,1224.00,-49.00,869.04,,,,68.60,59.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 2384265882,Crystal  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3601,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3601,
KT3602,Pear,0.50,J,SI1,,EX,VG,MED,,4.49 - 6.68 * 2.74,Gia,6382266683,,1700.00,884.00,-48.00,442.00,,,,61.00,61.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 6382266683,Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3602,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3602,
KT3607,Emerald,0.50,E,SI2,,EX,VG,No,,3.83 - 5.15 * 2.55,Gia,7383503889,,2100.00,1008.00,-52.00,504.00,,,,66.60,67.00,STK to VTK,STK to VTK,,B,,NON,,,,,GIA 7383503889,Crystal  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3607,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3607,
KT3609,Emerald,0.81,M,SI1,,EX,G,FNT,,4.42 - 6.06 * 3.02,Gia,6382735918,,1400.00,798.00,-43.00,646.38,,,,68.30,66.00,STK to THK,STK to THK,,B,,NON,,,,,GIA 6382735918,Feather  Crystal,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3609,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3609,
KT3610,CB,0.90,L,SI1,,EX,VG,No,,5.27 - 5.36 * 3.68,Gia,3385503914,,2000.00,980.00,-51.00,882.00,,,,69.80,65.00,VTK,VTK,,F,,NON,,,,,GIA 3385503914,Crystal  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3610,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3610,
KT3611,CB,1.00,E,SI2,,EX,VG,FNT,,5.10 - 5.78 * 3.74,Gia,7386509034,,5000.00,1800.00,-64.00,1800.00,,,,73.30,59.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 7386509034,Crystal  Cloud  Indented Natural,NO,N,YES,Additional clouds are not shown. Pinpoints are not shown.,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3611,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3611,
KT3612,Princess,0.50,M,SI1,,EX,VG,FNT,,4.18 - 4.28 * 3.20,Gia,2387503848,,1000.00,640.00,-36.00,320.00,,,,76.60,72.00,THK,THK,,B,,NON,,,,,GIA 2387503848,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3612,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3612,
KT3615,CB,0.71,L,SI2,,EX,VG,FNT,,4.70 - 5.01 * 3.33,Gia,3385503809,,1500.00,780.00,-48.00,553.80,,,,70.90,62.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 3385503809,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3615,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3615,
KT3616,CB,0.70,K,SI1,,EX,VG,No,,4.57 - 5.06 * 3.45,Gia,6382503846,,1800.00,918.00,-49.00,642.60,,,,75.50,62.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 6382503846,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3616,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3616,
KT3617,CB,1.00,G,SI1,,EX,VG,FNT,,5.01 - 6.13 * 3.70,Gia,1389509020,,5400.00,2052.00,-62.00,2052.00,,,,73.80,59.00,STK to ETK,STK to ETK,,F,,NON,,,,,GIA 1389509020,Twinning Wisp  Etch Channel  Pinpoint  Indented Natural  Natural,NO,N,YES,Additional pinpoints are not shown. Surface graining is not shown.,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3617,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3617,
KT3619,CB,0.50,E,VS2,,EX,VG,No,,4.28 - 4.78 * 2.96,Gia,1385503872,,2700.00,1242.00,-54.00,621.00,,,,69.20,61.00,MED to THK,MED to THK,,F,,NON,,,,,GIA 1385503872,Crystal  Feather  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3619,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3619,
KT3621,CB,0.70,I,SI1,,EX,VG,No,,4.42 - 5.43 * 3.30,Gia,6385503861,,2600.00,1196.00,-54.00,837.20,,,,74.70,59.00,STK to ETK,STK to ETK,,F,,NON,,,,,GIA 6385503861,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3621,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3621,
KT3623,Emerald,0.70,F,VS2,,EX,VG,STG,,4.18 - 5.66 * 2.87,Gia,3385503910,,4000.00,1960.00,-51.00,1372.00,,,,68.50,65.00,THK,THK,,B,,NON,,,,,GIA 3385503910,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3623,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3623,
KT3627,Princess,0.70,L,SI1,,EX,G,FNT,,4.90 - 5.19 * 3.37,Gia,6382503928,,1600.00,912.00,-43.00,638.40,,,,68.80,72.00,MED to STK,MED to STK,,B,,NON,,,,,GIA 6382503928,Cloud  Feather  Twinning Wisp,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3627,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3627,
KT3634,Emerald,0.82,G,VVS2,,EX,VG,STG,,4.43 - 6.16 * 2.98,Gia,1383503608,,4100.00,2214.00,-46.00,1815.48,,,,67.30,64.00,VTK,VTK,,B,,NON,,,,,GIA 1383503608,Pinpoint,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3634,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3634,
KT3643,Emerald,0.60,I,IF,,EX,VG,FNT,,4.01 - 5.37 * 2.88,Gia,2387503021,,2500.00,1600.00,-36.00,960.00,,,,71.70,62.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 2387503021,Minor Details of Polish,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3643,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3643,
KT3644,Emerald,0.50,K,SI2,,EX,G,No,,3.77 - 5.13 * 2.48,Gia,6382503113,,1300.00,689.00,-47.00,344.50,,,,65.70,65.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 6382503113,Feather  Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3644,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3644,
KT3646,Emerald,0.91,I,I1,,EX,VG,No,,4.59 - 6.31 * 3.17,Gia,2387503139,,2100.00,1302.00,-38.00,1184.82,,,,69.00,65.00,VTK,VTK,,B,,NON,,,,,GIA 2387503139,Crystal,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3646,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3646,
KT3647,Emerald,0.55,F,SI1,,EX,VG,FNT,,3.87 - 5.28 * 2.69,Gia,2386503160,,2200.00,1122.00,-49.00,617.10,,,,69.60,64.00,STK to THK,STK to THK,,B,,NON,,,,,GIA 2386503160,Crystal  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3647,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3647,
KT3657,H,0.50,I,SI1,,EX,VG,FNT,,5.30 - 5.24 * 3.04,Gia,1389503944,,1900.00,1140.00,-40.00,570.00,,,,57.30,56.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 1389503944,Crystal  Twinning Wisp  Feather,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3657,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3657,
KT3660,Princess,0.70,M,SI1,,EX,VG,FNT,,4.68 - 4.68 * 3.51,Gia,6385503740,,1400.00,826.00,-41.00,578.20,,,,75.00,70.00,VTK to ETK,VTK to ETK,,B,,NON,,,,,GIA 6385503740,Crystal  Cloud,NO,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3660,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3660,
KT3661,Oval,0.50,K,VS2,,EX,VG,No,,4.41 - 6.25 * 2.76,Gia,6382744268,,1500.00,915.00,-39.00,457.50,,,,62.50,60.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 6382744268,Feather,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3661,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3661,
KT3662,Emerald,0.50,J,SI1,,EX,VG,No,,3.82 - 5.11 * 2.60,Gia,6385744227,,1700.00,918.00,-46.00,459.00,,,,68.10,64.00,THK,THK,,B,,NON,,,,,GIA 6385744227,Crystal  Feather,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3662,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3662,
KT3664,CB,0.54,J,SI1,,EX,VG,FNT,,4.56 - 4.57 * 3.00,Gia,6382938221,,1700.00,731.00,-57.00,394.74,,,,65.70,60.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 6382938221,Crystal  Cloud,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3664,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3664,
KT3666,CB,1.00,D,SI2,,VG,G,MED,,5.26 - 5.30 * 3.86,Gia,7381599407,,5200.00,1768.00,-66.00,1768.00,,,,73.50,64.00,ETK,ETK,,F,,NON,,,,,GIA 7381599407,Crystal  Needle  Natural,N,N,YES,Clouds  pinpoints and surface graining are not shown.,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3666,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3666,
KT3668,Emerald,0.80,I,VS2,,EX,VG,No,,4.42 - 6.08 * 2.98,Gia,6381744177,,2800.00,1820.00,-35.00,1456.00,,,,67.50,63.00,STK to THK,STK to THK,,B,,NON,,,,,GIA 6381744177,Cloud  Crystal  Feather,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3668,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3668,
KT3670,Emerald,0.50,M,VVS1,,EX,VG,No,,3.71 - 5.23 * 2.48,Gia,6385744187,,1200.00,708.00,-41.00,354.00,,,,66.90,63.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 6385744187,Pinpoint,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3670,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3670,
KT3671,Oval,0.50,K,VS2,,VG,VG,FNT,,4.48 - 6.10 * 2.76,Gia,7382744292,,1500.00,840.00,-44.00,420.00,,,,61.70,56.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 7382744292,Crystal  Feather,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3671,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3671,
KT3672,Emerald,0.50,H,SI2,,EX,VG,FNT,,3.70 - 5.23 * 2.62,Gia,5383744195,,1800.00,792.00,-56.00,396.00,,,,70.80,61.00,STK to VTK,STK to VTK,,B,,NON,,,,,GIA 5383744195,Crystal  Feather,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3672,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3672,
KT3674,Emerald,0.60,J,VS2,,EX,VG,No,,3.95 - 5.54 * 2.69,Gia,1385744238,,1800.00,1152.00,-36.00,691.20,,,,68.00,67.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 1385744238,Feather  Crystal,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3674,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3674,
KT3675,Pear,0.52,J,VVS1,,EX,VG,No,,4.41 - 7.09 * 2.79,Gia,1385744367,,2100.00,1260.00,-40.00,655.20,,,,63.30,56.00,STK to THK,STK to THK,,F,,NON,,,,,GIA 1385744367,Pinpoint,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3675,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3675,
KT3687,Princess,0.50,K,IF,,EX,VG,No,,4.07 - 4.26 * 3.14,Gia,1385938003,,1800.00,1080.00,-40.00,540.00,,,,77.00,68.00,VTK to ETK,VTK to ETK,,B,,NON,,,,,GIA 1385938003,Minor Details of Polish,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3687,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3687,
KT3688,CB,0.52,K,VS1,,EX,VG,MED,,4.36 - 4.71 * 2.98,Gia,6382940478,,1500.00,690.00,-54.00,358.80,,,,68.30,63.00,STK to THK,STK to THK,,F,,NON,,,,,GIA 6382940478,Crystal  Cloud  Needle,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3688,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3688,
KT3689,CB,0.70,F,IF,,EX,VG,No,,4.70 - 4.94 * 3.49,Gia,5383940504,,4800.00,2832.00,-41.00,1982.40,,,,74.20,61.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 5383940504,Minor Details of Polish,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3689,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3689,
KT3690,Emerald,0.52,J,IF,,EX,VG,No,,3.78 - 5.25 * 2.59,Gia,2386940253,,2200.00,1188.00,-46.00,617.76,,,,68.40,67.00,VTK,VTK,,B,,NON,,,,,GIA 2386940253,Minor Details of Polish,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3690,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3690,
KT3691,CB,0.70,I,VS1,,EX,VG,No,,4.74 - 4.81 * 3.39,Gia,7386940542,,2900.00,1624.00,-44.00,1136.80,,,,71.60,62.00,VTK,VTK,,F,,NON,,,,,GIA 7386940542,Feather  Cloud,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3691,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3691,
KT3693,Emerald,0.50,G,IF,,EX,VG,No,,3.80 - 5.12 * 2.47,Gia,2397454261,,3100.00,1736.00,-44.00,868.00,,,,65.10,68.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 2397454261,Surface Graining  Natural  Minor Details of Polish,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3693,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3693,
KT3696,CB,0.70,K,VS1,,EX,VG,STG,,4.57 - 5.18 * 3.38,Gia,5383940396,,2000.00,940.00,-53.00,658.00,,,,73.90,57.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 5383940396,Feather  Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3696,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3696,
KT3697,CB,0.70,G,VVS2,,EX,VG,STG,,4.58 - 5.21 * 3.42,Gia,7386940361,,4100.00,1927.00,-53.00,1348.90,,,,74.70,59.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 7386940361,Pinpoint  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3697,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3697,
KT3698,H,0.70,D,SI2,,EX,VG,MED,,6.22 - 5.34 * 3.61,Gia,2387744842,,3300.00,1518.00,-54.00,1062.60,,,,58.10,58.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 2387744842,Crystal,N,N,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3698,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3698,
KT3700,H,0.80,M,VS2,,EX,VG,FNT,,6.41 - 5.97 * 3.64,Gia,6382940348,,1500.00,1005.00,-33.00,804.00,,,,56.70,55.00,MED to THK,MED to THK,,F,,NON,,,,,GIA 6382940348,Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3700,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3700,
KT3701,CB,0.50,G,VVS2,,EX,VG,MED,,4.01 - 4.72 * 2.94,Gia,2386940580,,2700.00,1161.00,-57.00,580.50,,,,73.30,62.00,MED to ETK,MED to ETK,,F,,NON,,,,,GIA 2386940580,Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3701,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3701,
KT3704,Pear,0.53,E,VS2,,EX,VG,No,,4.58 - 7.29 * 2.73,Gia,6382939173,,2700.00,1701.00,-37.00,901.53,,,,59.50,57.00,MED to STK,MED to STK,,F,,NON,,,,,GIA 6382939173,Crystal  Needle  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3704,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3704,
KT3705,CB,0.54,K,SI1,,EX,VG,FNT,,4.25 - 4.82 * 2.95,Gia,7388938192,,1400.00,630.00,-55.00,340.20,,,,69.30,63.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 7388938192,Crystal  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3705,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3705,
KT3707,CB,0.70,J,VS2,,EX,VG,FNT,,4.54 - 5.20 * 3.30,Gia,7388938336,,2400.00,1224.00,-49.00,856.80,,,,72.60,61.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 7388938336,Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3707,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3707,
KT3708,CB,0.60,L,IF,,EX,VG,No,,4.46 - 4.67 * 3.18,Gia,1385938314,,1500.00,855.00,-43.00,513.00,,,,71.30,62.00,VTK to ETK,VTK to ETK,,F,,NON,,,,,GIA 1385938314,Surface Graining  Minor Details of Polish,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3708,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3708,
KT3709,CB,0.60,I,VS2,,EX,VG,No,,4.58 - 4.64 * 3.15,Gia,1389938256,,2100.00,1134.00,-46.00,680.40,,,,68.80,63.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 1389938256,Crystal  Cloud  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3709,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3709,
KT3710,CB,0.60,G,VS1,,EX,VG,No,,4.49 - 4.64 * 3.19,Gia,7388936771,,2600.00,1430.00,-45.00,858.00,,,,71.00,61.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 7388936771,Cloud  Crystal  Feather  Pinpoint,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3710,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3710,
KT3711,CB,0.60,I,VVS2,,EX,VG,No,,4.43 - 4.75 * 3.19,Gia,6382936757,,2300.00,1265.00,-45.00,759.00,,,,71.90,61.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 6382936757,Needle  Pinpoint  Cloud,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3711,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3711,
KT3712,CB,0.70,I,VS2,,EX,VG,MED,,4.39 - 5.41 * 3.30,Gia,1383936732,,2800.00,1316.00,-53.00,921.20,,,,75.10,59.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 1383936732,Crystal,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3712,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3712,
KT3714,CB,0.70,H,VVS2,,EX,VG,FNT,,4.54 - 5.17 * 3.29,Gia,2388936791,,3700.00,1776.00,-52.00,1243.20,,,,72.50,63.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 2388936791,Feather  Pinpoint,N ,N ,YES,,,,
KT3716,CB,0.60,H,VS1,,EX,VG,No,,4.45 - 4.74 * 3.18,Gia,6382936799,,2400.00,1296.00,-46.00,777.60,,,,71.60,63.00,VTK,VTK,,F,,NON,,,,,GIA 6382936799,Crystal  Pinpoint,N ,N ,YES,,,,
KT3718,CB,0.60,K,VVS2,,VG,VG,No,,4.60 - 4.61 * 3.16,Gia,2386936697,,1600.00,832.00,-48.00,499.20,,,,68.60,62.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 2386936697,Cloud  Feather,N ,N ,YES,,,,
KT3720,Emerald,0.50,K,VVS2,,VG,VG,No,,3.70 - 5.08 * 2.63,Gia,5386938070,,1600.00,928.00,-42.00,464.00,,,,71.10,65.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 5386938070,Feather,N ,N ,YES,,,,
KT3722,CB,0.60,F,VVS1,,EX,VG,MED,,4.50 - 4.65 * 3.28,Gia,2386936688,,3100.00,1519.00,-51.00,911.40,,,,72.90,60.00,STK to VTK,STK to VTK,,F,,NON,,,,,GIA 2386936688,Feather,N ,N ,YES,,,,
KT3723,CB,0.70,D,VVS2,,EX,VG,VST,,4.73 - 4.81 * 3.40,Gia,6385936834,,4800.00,1920.00,-60.00,1344.00,,,,71.80,61.00,THK to ETK,THK to ETK,,F,,NON,,,,,GIA 6385936834,Etch Channel  Indented Natural,N ,N ,YES,,,,
KT3763,Emerald,0.61,H,SI2,,VG,VG,FNT,,3.97 - 5.61 * 2.70,Gia,5393457405,,1800.00,1080.00,-40.00,658.80,,,,68.00,65.00,THK to VTK,THK to VTK,,B,,NON,,,,,GIA 5393457405,Twinning Wisp  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3763,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3763,
KT3764,H,0.51,J,SI2,,EX,VG,FNT,,5.43 - 5.38 * 3.03,Gia,6395456218,,1600.00,1104.00,-31.00,563.04,,,,55.70,58.00,MED to VTK,MED to VTK,,F,,NON,,,,,GIA 6395456218,Twinning Wisp,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3764,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3764,
KT3767,Pear,1.01,F,SI2,,EX,VG,No,,5.60 - 8.98 * 3.34,Gia,2396015681,,4800.00,2640.00,-45.00,2666.40,,,,59.60,63.00,THK to VTK,THK to VTK,,F,,NON,,,,,GIA 2396015681,Cloud  Crystal  Feather  Twinning Wisp  Needle,N ,N ,YES,Additional clouds  pinpoints and surface graining are not shown.,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3767,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3767,
KT3775,Marquise,1.00,E,SI2,,EX,VG,MED,,5.08 - 11.21 * 2.99,Gia,1395015746,,5000.00,2950.00,-41.00,2950.00,,,,58.80,57.00,STK to THK,STK to THK,,F,,NON,,,,,GIA 1395015746,Feather  Crystal  Needle,N ,N ,YES,Pinpoints are not shown. Surface graining is not shown.,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3775,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3775,
KT3777,Emerald,0.51,F,SI1,,EX,VG,No,,3.90 - 5.30 * 2.57,Gia,6395452970,,2200.00,1232.00,-44.00,628.32,,,,66.00,65.00,STK to THK,STK to THK,,B,,NON,,,,,GIA 6395452970,Crystal  Feather,N ,N ,YES,,http://61.93.195.114/Krishdiam/KDViewDiamondImageDesk.aspx?sid=KT3777,http://61.93.195.114/Krishdiam/KDWatchVideoDesk.aspx?sno=KT3777,
