Stock No,Shape,Carat,Color,Clarity,Cut,Polish,Symm,Fluor,Cert,Cert No,Measurements,Rap,back,Amount,Depth,Table,Shade,Milky,Eye Clean,Black Tab,Black Crn,Location,Comments,Arrive,Img
TPOZ5,round,0.30,E,VVS1,EX,EX,VG,N,GIA,6402453048,4.28-4.31x2.63,2800,-46.40%,$450.24,61.20%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
SPOZ5,round,0.30,E,VVS1,EX,EX,VG,N,GIA,3405229803,4.24-4.30x2.64,2800,-46.40%,$450.24,61.80%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
RPOZ5,round,0.30,E,VVS1,EX,EX,EX,F,GIA,6405270829,4.25-4.29x2.66,2800,-46.20%,$451.92,62.40%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
QPOZ5,round,0.30,E,VVS1,EX,EX,VG,N,GIA,2408235854,4.21-4.27x2.67,2800,-46.60%,$448.56,62.90%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
PPOZ5,round,0.30,E,VVS1,EX,EX,VG,N,GIA,6401236242,4.25-4.29x2.68,2800,-46.40%,$450.24,62.60%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
OPOZ5,round,0.30,E,VVS1,EX,EX,EX,F,GIA,7403237415,4.26-4.29x2.67,2800,-46.20%,$451.92,62.50%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
NPOZ5,round,0.30,E,VVS1,EX,EX,VG,N,GIA,6395190058,4.24-4.28x2.66,2800,-46.40%,$450.24,62.60%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
MPOZ5,round,0.30,E,VVS1,EX,EX,VG,N,GIA,2215790896,4.30-4.33x2.63,2800,-46.40%,$450.24,60.90%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
LPOZ5,round,0.30,E,VVS1,EX,EX,VG,N,GIA,2386254455,4.29-4.33x2.64,2800,-46.10%,$452.76,61.40%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
KPOZ5,round,0.30,E,VS1,VG,EX,VG,F,GIA,1418031331,4.16-4.21x2.68,2400,-45.50%,$392.40,63.90%,60.00%,WH,M0,EC0,,,INDIA,NO BGM,,
JPOZ5,round,0.30,E,VS1,VG,VG,EX,F,GIA,6411037681,4.20-4.21x2.67,2400,-46.00%,$388.80,63.50%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
IPOZ5,round,0.30,E,VS1,VG,EX,VG,F,GIA,6412032726,4.20-4.25x2.62,2400,-46.00%,$388.80,62.00%,61.00%,WH,M0,EC0,,,INDIA,NO BGM,,
HPOZ5,round,0.30,E,VS1,VG,EX,EX,F,GIA,2408843452,4.33-4.36x2.56,2400,-46.00%,$388.80,59.00%,61.00%,WH,M0,EC0,,,INDIA,NO BGM,,
GPOZ5,round,0.30,E,VS1,VG,EX,VG,F,GIA,1407698005,4.19-4.21x2.70,2400,-46.00%,$388.80,64.30%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
FPOZ5,round,0.30,E,VS1,VG,EX,VG,F,GIA,6391348671,4.18-4.22x2.70,2400,-45.50%,$392.40,64.20%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
EPOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,6412214393,4.24-4.28x2.67,2400,-41.70%,$419.76,62.60%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
DPOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,6411189527,4.25-4.28x2.66,2400,-40.70%,$426.96,62.40%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
CPOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,7411210439,4.28-4.29x2.63,2400,-40.70%,$426.96,61.40%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
BPOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,6415212218,4.27-4.31x2.66,2400,-41.30%,$422.64,62.00%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
APOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,2418202776,4.32-4.34x2.65,2400,-40.20%,$430.56,61.30%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
9POZ5,round,0.30,E,VS1,EX,VG,VG,F,GIA,1408946919,4.27-4.30x2.65,2400,-45.50%,$392.40,61.80%,56.00%,WH,M0,EC0,,,INDIA,NO BGM,,
8POZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,2414031856,4.32-4.35x2.63,2400,-40.20%,$430.56,60.70%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
7POZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,6401939810,4.25-4.31x2.68,2400,-41.70%,$419.76,62.60%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
6POZ5,round,0.30,E,VS1,EX,EX,VG,F,GIA,5406940809,4.24-4.29x2.66,2400,-45.50%,$392.40,62.20%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
5POZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,3405945367,4.23-4.28x2.65,2400,-41.70%,$419.76,62.30%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
4POZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,6402953011,4.27-4.29x2.64,2400,-40.20%,$430.56,61.70%,61.00%,WH,M0,EC0,,,INDIA,NO BGM,,
3POZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,7408935606,4.27-4.29x2.66,2400,-40.70%,$426.96,62.10%,56.00%,WH,M0,EC0,,,INDIA,NO BGM,,
2POZ5,round,0.30,E,VS1,EX,VG,VG,N,GIA,5406947694,4.23-4.27x2.65,2400,-41.70%,$419.76,62.20%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
1POZ5,round,0.30,E,VS1,EX,EX,EX,N,GIA,5406952806,4.31-4.33x2.63,2400,-33.50%,$478.80,60.90%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
0POZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,7403947749,4.29-4.30x2.66,2400,-40.70%,$426.96,61.90%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
ZOOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,2416030250,4.37-4.38x2.58,2400,-40.20%,$430.56,59.00%,61.00%,WH,M0,EC0,,,INDIA,NO BGM,,
YOOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,6401941656,4.26-4.30x2.65,2400,-42.10%,$416.88,61.90%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
XOOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,7413032210,4.29-4.31x2.66,2400,-40.20%,$430.56,61.80%,56.00%,WH,M0,EC0,,,INDIA,NO BGM,,
WOOZ5,round,0.30,E,VS1,EX,VG,EX,N,GIA,7401941968,4.24-4.28x2.66,2400,-42.10%,$416.88,62.40%,56.00%,WH,M0,EC0,,,INDIA,NO BGM,,
VOOZ5,round,0.30,E,VS1,EX,EX,VG,F,GIA,6405937632,4.24-4.29x2.66,2400,-46.50%,$385.20,62.40%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
UOOZ5,round,0.30,E,VS1,EX,VG,VG,N,GIA,2408937069,4.24-4.29x2.66,2400,-41.70%,$419.76,62.20%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
TOOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,5406822005,4.27-4.29x2.67,2400,-40.70%,$426.96,62.40%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
SOOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,2406829880,4.31-4.32x2.66,2400,-39.70%,$434.16,61.70%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
ROOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,2408831252,4.30-4.34x2.65,2400,-40.20%,$430.56,61.40%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
QOOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,2406822137,4.24-4.28x2.64,2400,-42.10%,$416.88,62.00%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
POOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,7402829372,4.31-4.33x2.62,2400,-40.20%,$430.56,60.70%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
OOOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,1409698715,4.30-4.32x2.67,2400,-40.20%,$430.56,61.80%,56.00%,WH,M0,EC0,,,INDIA,NO BGM,,
NOOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,6402593332,4.24-4.26x2.65,2400,-40.20%,$430.56,62.20%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
MOOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,2418013412,4.25-4.29x2.67,2400,-42.50%,$414.00,62.40%,56.00%,WH,M0,EC0,,,INDIA,NO BGM,,
LOOZ5,round,0.30,E,VS1,EX,VG,VG,N,GIA,2417002018,4.29-4.34x2.62,2400,-42.10%,$416.88,60.80%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
KOOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,1405458113,4.32-4.34x2.61,2400,-42.10%,$416.88,60.40%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
JOOZ5,round,0.30,E,VS1,EX,EX,VG,F,GIA,7408510765,4.35-4.37x2.59,2400,-46.00%,$388.80,59.30%,62.00%,WH,M0,EC0,,,INDIA,NO BGM,,
IOOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,2407454213,4.24-4.30x2.67,2400,-42.10%,$416.88,62.50%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
HOOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,2404460242,4.22-4.28x2.66,2400,-42.10%,$416.88,62.60%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
GOOZ5,round,0.30,E,VS1,EX,EX,VG,F,GIA,7406462302,4.26-4.30x2.66,2400,-46.00%,$388.80,62.20%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
FOOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,7403454648,4.24-4.28x2.66,2400,-40.70%,$426.96,62.30%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
EOOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,6405461994,4.23-4.28x2.66,2400,-41.70%,$419.76,62.50%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
DOOZ5,round,0.30,E,VS1,EX,EX,VG,F,GIA,6402452321,4.24-4.28x2.66,2400,-45.50%,$392.40,62.30%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
COOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,5403455113,4.33-4.35x2.62,2400,-40.70%,$426.96,60.40%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
BOOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,1409515662,4.26-4.29x2.66,2400,-40.20%,$430.56,62.20%,56.00%,WH,M0,EC0,,,INDIA,NO BGM,,
AOOZ5,round,0.30,E,VS1,EX,VG,VG,F,GIA,2404455746,4.27-4.32x2.64,2400,-46.00%,$388.80,61.40%,60.00%,WH,M0,EC0,,,INDIA,NO BGM,,
9OOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,7403456801,4.29-4.31x2.67,2400,-40.20%,$430.56,62.10%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
8OOZ5,round,0.30,E,VS1,EX,VG,EX,F,GIA,6381453503,4.26-4.28x2.68,2400,-46.50%,$385.20,62.60%,56.00%,WH,M0,EC0,,,INDIA,NO BGM,,
7OOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,1403229745,4.26-4.30x2.65,2400,-42.10%,$416.88,61.90%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
6OOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,1409223957,4.25-4.30x2.66,2400,-41.70%,$419.76,62.10%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
5OOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,2406246522,4.28-4.32x2.66,2400,-42.10%,$416.88,61.90%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
4OOZ5,round,0.30,E,VS1,EX,VG,VG,N,GIA,6401244831,4.33-4.38x2.61,2400,-42.50%,$414.00,59.80%,60.00%,WH,M0,EC0,,,INDIA,NO BGM,,
3OOZ5,round,0.30,E,VS1,EX,VG,EX,N,GIA,1409264684,4.28-4.29x2.69,2400,-42.10%,$416.88,62.80%,56.00%,WH,M0,EC0,,,INDIA,NO BGM,,
2OOZ5,round,0.30,E,VS1,EX,EX,VG,F,GIA,1405263911,4.31-4.34x2.60,2400,-45.50%,$392.40,60.00%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
1OOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,6402240243,4.22-4.28x2.66,2400,-41.70%,$419.76,62.40%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
0OOZ5,round,0.30,E,VS1,EX,VG,VG,N,GIA,2406250369,4.28-4.33x2.63,2400,-42.10%,$416.88,61.20%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
ZNOZ5,round,0.30,E,VS1,EX,VG,EX,N,GIA,5406263876,4.23-4.27x2.67,2400,-41.70%,$419.76,62.70%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
YNOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,6402236085,4.22-4.27x2.67,2400,-41.70%,$419.76,62.80%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
XNOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,1398946251,4.31-4.35x2.62,2400,-42.10%,$416.88,60.60%,60.00%,WH,M0,EC0,,,INDIA,NO BGM,,
WNOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,2397946119,4.26-4.28x2.63,2400,-40.20%,$430.56,61.60%,61.00%,WH,M0,EC0,,,INDIA,NO BGM,,
VNOZ5,round,0.30,E,VS1,EX,EX,VG,F,GIA,7393949907,4.27-4.30x2.67,2400,-46.00%,$388.80,62.20%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
UNOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,1399950221,4.22-4.28x2.67,2400,-42.10%,$416.88,63.00%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
TNOZ5,round,0.30,E,VS1,EX,EX,VG,N,GIA,3395953192,4.27-4.31x2.67,2400,-42.10%,$416.88,62.20%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
SNOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,1399544734,4.28-4.29x2.66,2400,-40.70%,$426.96,62.00%,59.00%,WH,M0,EC0,,,INDIA,NO BGM,,
RNOZ5,round,0.30,E,VS1,EX,EX,EX,F,GIA,6392350442,4.32-4.34x2.61,2400,-40.20%,$430.56,60.20%,58.00%,WH,M0,EC0,,,INDIA,NO BGM,,
QNOZ5,round,0.30,E,VS1,EX,VG,EX,F,GIA,2215790963,4.27-4.30x2.68,2400,-46.50%,$385.20,62.50%,57.00%,WH,M0,EC0,,,INDIA,NO BGM,,
PNOZ5,round,0.30,E,IF,EX,EX,EX,N,GIA,1409937871,4.28-4.30x2.65,3000,-37.60%,$561.60,61.80%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
ONOZ5,round,0.30,E,IF,EX,EX,EX,N,GIA,6401804314,4.30-4.33x2.67,3000,-37.60%,$561.60,61.90%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
NNOZ5,round,0.30,E,IF,EX,EX,EX,N,GIA,6402805254,4.33-4.36x2.65,3000,-37.60%,$561.60,61.10%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
MNOZ5,round,0.30,E,IF,EX,EX,EX,N,GIA,2406453939,4.31-4.33x2.68,3000,-38.10%,$557.10,62.00%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
LNOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,5413210796,4.33-4.35x2.64,2800,-45.70%,$456.12,60.70%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
KNOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,1418212591,4.28-4.31x2.68,2800,-45.20%,$460.32,62.30%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
JNOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,6412215537,4.28-4.30x2.67,2800,-46.00%,$453.60,62.30%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
INOZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,7411053808,4.27-4.29x2.65,2800,-35.90%,$538.44,61.90%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
HNOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,6415033011,4.28-4.31x2.62,2800,-45.70%,$456.12,61.00%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
GNOZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,2406937380,4.28-4.31x2.67,2800,-36.10%,$536.76,62.20%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
FNOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,6402828992,4.26-4.28x2.65,2800,-46.00%,$453.60,62.10%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
ENOZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,5406821887,4.26-4.29x2.67,2800,-35.90%,$538.44,62.40%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
DNOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,6402843571,4.27-4.29x2.66,2800,-45.20%,$460.32,62.10%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
CNOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,2404805509,4.29-4.31x2.64,2800,-46.00%,$453.60,61.30%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
BNOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,2406803888,4.29-4.32x2.67,2800,-45.70%,$456.12,61.90%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
ANOZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,1408803904,4.37-4.40x2.63,2800,-35.60%,$540.96,59.90%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
9NOZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,1409805037,4.31-4.33x2.64,2800,-35.90%,$538.44,61.20%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
8NOZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,5406822013,4.27-4.28x2.66,2800,-35.60%,$540.96,62.20%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
7NOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,1408804224,4.35-4.37x2.61,2800,-47.60%,$440.16,59.80%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
6NOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,6402830043,4.33-4.36x2.59,2800,-45.20%,$460.32,59.60%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
5NOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,3405822101,4.34-4.37x2.60,2800,-47.80%,$438.48,59.60%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
4NOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,2406821958,4.29-4.31x2.66,2800,-45.20%,$460.32,61.90%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
3NOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,1403828614,4.24-4.30x2.64,2800,-47.60%,$440.16,61.90%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
2NOZ5,round,0.30,D,VVS2,EX,VG,EX,N,GIA,1408705422,4.26-4.29x2.66,2800,-47.60%,$440.16,62.20%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
1NOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,2406701724,4.26-4.28x2.65,2800,-47.80%,$438.48,62.20%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
0NOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,1403692173,4.26-4.28x2.66,2800,-46.00%,$453.60,62.40%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
ZMOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,2406700810,4.29-4.32x2.65,2800,-45.20%,$460.32,61.60%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
YMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,1408699546,4.26-4.31x2.66,2800,-47.60%,$440.16,62.10%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
XMOZ5,round,0.30,D,VVS2,EX,VG,VG,N,GIA,6402699808,4.29-4.31x2.65,2800,-47.80%,$438.48,61.50%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
WMOZ5,round,0.30,D,VVS2,EX,EX,EX,N,GIA,6402700332,4.27-4.29x2.66,2800,-35.90%,$538.44,62.00%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
VMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,6405463132,4.33-4.36x2.62,2800,-47.80%,$438.48,60.40%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
UMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,7401454220,4.24-4.28x2.68,2800,-47.80%,$438.48,63.00%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
TMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,1409452217,4.24-4.30x2.66,2800,-48.10%,$435.96,62.30%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
SMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,2407453743,4.26-4.30x2.66,2800,-47.80%,$438.48,62.20%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
RMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,5403453704,4.23-4.29x2.67,2800,-47.80%,$438.48,62.60%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
QMOZ5,round,0.30,D,VVS2,EX,VG,VG,N,GIA,2407453325,4.22-4.28x2.65,2800,-48.10%,$435.96,62.30%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
PMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,1409466010,4.26-4.29x2.62,2800,-47.80%,$438.48,61.40%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
OMOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,2407513787,4.28-4.31x2.65,2800,-46.00%,$453.60,61.60%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
NMOZ5,round,0.30,D,VVS2,EX,VG,VG,N,GIA,5406463607,4.23-4.29x2.65,2800,-47.80%,$438.48,62.10%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
MMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,1409455042,4.31-4.36x2.62,2800,-47.80%,$438.48,60.60%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
LMOZ5,round,0.30,D,VVS2,EX,VG,VG,N,GIA,7401456031,4.24-4.29x2.66,2800,-48.10%,$435.96,62.40%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
KMOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,1408511539,4.32-4.35x2.60,2800,-45.20%,$460.32,60.00%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
JMOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,2407511491,4.28-4.30x2.64,2800,-45.20%,$460.32,61.50%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
IMOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,6402511977,4.37-4.39x2.65,2800,-46.00%,$453.60,60.40%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
HMOZ5,round,0.30,D,VVS2,EX,VG,VG,N,GIA,1403456207,4.28-4.34x2.61,2800,-48.10%,$435.96,60.50%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
GMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,2407228770,4.29-4.32x2.62,2800,-48.10%,$435.96,60.90%,59.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
FMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,1405229789,4.24-4.28x2.66,2800,-47.60%,$440.16,62.50%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
EMOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,2404270837,4.28-4.30x2.65,2800,-45.20%,$460.32,61.80%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
DMOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,6402239758,4.25-4.27x2.66,2800,-45.20%,$460.32,62.40%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
CMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,1405239222,4.23-4.28x2.66,2800,-47.30%,$442.68,62.40%,57.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
BMOZ5,round,0.30,D,VVS2,EX,VG,EX,N,GIA,5403235676,4.27-4.30x2.61,2800,-48.10%,$435.96,60.90%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
AMOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,3405236136,4.24-4.28x2.65,2800,-48.10%,$435.96,62.30%,60.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
9MOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,1409239638,4.26-4.29x2.64,2800,-46.00%,$453.60,61.70%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
8MOZ5,round,0.30,D,VVS2,EX,VG,EX,N,GIA,2396946705,4.29-4.31x2.67,2800,-47.80%,$438.48,62.00%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
7MOZ5,round,0.30,D,VVS2,EX,EX,VG,N,GIA,5396947424,4.23-4.28x2.66,2800,-47.80%,$438.48,62.50%,56.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
6MOZ5,round,0.30,D,VVS2,EX,EX,EX,F,GIA,1395950670,4.30-4.31x2.67,2800,-45.20%,$460.32,62.10%,58.00%,WH,M0,EC0,BT0,BC0,INDIA,NO BGM  no black,,
