Stone_NO,Shape,Weight,Color,Clarity,Cut,Polish,Symm,FlrIntens,FlrColor,FColor,FCIntens,FCOverton,Measurement,Diameter_Min,Diameter_Max,Total_Depth,Lab,LabLocation,Lab_Report_No,LabLink,Lab_Report_Date,Laser_Inscription,Treatment,Location,Total_Depth_Per,Table_Diameter_Per,GirdleName,GirdleThin_ID,GirdleThick_ID,Girdle_Per,GirdleCon,CuletSize,CuletCon,CrownHeight,CrownAngle,PavillionHeight,PavillionAngle,PairStock_No,Parcels_Stone,Comment,KeyToSymbols,Shade,StarLength,LowerHalve,Table_Inclusion,Black_Inclusion,Side_Inclusion,Open_Inclusion,Brand,HnA,Ratio,Eyeclean,Tinge,Feather_Inclusion,Milkey,Luster,Internal_Graining,Surface_Graining,Natural_Type,ExtraFacet,Fancy_Color_Description,Stone_Comment,NewArrival,StockStatus,Is_VedioExist,Is_imgExist,Is_CertyExist,Certificate_file_url,Stone_Img_url,Video_url,Lab_Report_Comment,Remarks,Control_No,LiveRAP,SaleDis,SaleRate,SaleAmt,BIS,BIC,WIS,WIC
KG-45821,ROUND,0.700,I,VS2,VG,EX,EX,NON,,,,,5.52 - 5.56 * 3.57,5.52,5.56,3.57,GIA,,6385317690,https://www.gia.edu/report-check?reportno=6385317690,20/04/2021,GIA 6385317690,,IND,64.40,57.00,STK to THK,STK,THK,,FACETED,NONE,,17.00,38.50,42.00,40.20,,,,Crystal  Knot,,,,SB0,TB1,SF1,SC0,,,0.99,,,TF1,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3900.0,-27.0,2847.0,1992.9,,,,
KG-45826,ROUND,0.530,H,VS1,EX,EX,EX,STG,BLU,,,,5.13 - 5.17 * 3.23,5.13,5.17,3.23,GIA,,6382317772,https://www.gia.edu/report-check?reportno=6382317772,19/04/2021,GIA 6382317772,,IND,62.60,57.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.00,43.50,41.20,,,,Crystal  Pinpoint,,,,SB1,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4000.0,-37.0,2520.0,1335.6,,,,
KG-45831,ROUND,0.510,F,SI1,EX,EX,EX,FNT,,,,,5.11 - 5.12 * 3.18,5.11,5.12,3.18,GIA,,1388331794,https://www.gia.edu/report-check?reportno=1388331794,21/04/2021,GIA 1388331794,,IND,62.20,58.00,MED to STK,MED,STK,,FACETED,NONE,,14.50,34.50,44.00,41.40,,,,Crystal  Feather,,,,SB0,TB2,SF0,SC0,,,1,,,TF2,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3500.0,-30.0,2450.0,1249.5,,,,
KG-45838,ROUND,0.500,G,VVS2,EX,EX,EX,STG,BLU,,,,5.06 - 5.08 * 3.15,5.06,5.08,3.15,GIA,,2387331721,https://www.gia.edu/report-check?reportno=2387331721,21/04/2021,GIA 2387331721,,IND,62.10,59.00,MED to STK,MED,STK,,FACETED,NONE,,14.50,35.00,43.50,41.20,,,,Pinpoint  Cloud  Surface Graining,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4300.0,-39.0,2623.0,1311.5,,,,
KG-45839,ROUND,0.530,G,VS1,EX,EX,EX,STG,BLU,,,,5.15 - 5.18 * 3.21,5.15,5.18,3.21,GIA,,6382331711,https://www.gia.edu/report-check?reportno=6382331711,20/04/2021,GIA 6382331711,,IND,62.20,58.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.50,43.50,41.00,,,,Twinning Wisp,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4200.0,-39.0,2562.0,1357.86,,,,
KG-45842,ROUND,0.620,H,VS1,EX,EX,EX,STG,BLU,,,,5.43 - 5.45 * 3.39,5.43,5.45,3.39,GIA,,2384331339,https://www.gia.edu/report-check?reportno=2384331339,21/04/2021,GIA 2384331339,,IND,62.30,57.00,MED to STK,MED,STK,,FACETED,NONE,,15.50,35.50,43.00,40.80,,,,Crystal,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4000.0,-36.0,2560.0,1587.2,,,,
KG-45843,ROUND,0.600,H,IF,EX,EX,EX,MED,BLU,,,,5.37 - 5.40 * 3.37,5.37,5.40,3.37,GIA,,7386331316,https://www.gia.edu/report-check?reportno=7386331316,21/04/2021,GIA 7386331316,,IND,62.60,57.00,STK,STK,,,FACETED,NONE,,15.50,35.50,43.50,41.00,,,,Minor Details of Polish,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4300.0,-29.0,3053.0,1831.8,,,,
KG-45846,ROUND,0.500,E,VVS2,VG,EX,VG,NON,,,,,4.94 - 4.98 * 3.19,4.94,4.98,3.19,GIA,,1388331314,https://www.gia.edu/report-check?reportno=1388331314,21/04/2021,GIA 1388331314,,IND,64.40,57.00,STK to THK,STK,THK,,FACETED,NONE,,16.00,37.00,43.50,41.00,,,,Indented Natural  Feather  Pinpoint,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4900.0,-36.0,3136.0,1568.0,,,,
KG-45849,ROUND,0.510,E,VVS1,EX,EX,EX,STG,BLU,,,,5.09 - 5.12 * 3.21,5.09,5.12,3.21,GIA,,6385331265,https://www.gia.edu/report-check?reportno=6385331265,20/04/2021,GIA 6385331265,,IND,62.80,56.00,MED to STK,MED,STK,,FACETED,NONE,,16.00,36.00,43.50,41.20,,,,Pinpoint,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,5300.0,-41.0,3127.0,1594.77,,,,
KG-45852,ROUND,0.600,G,IF,EX,EX,EX,NON,,,,,5.38 - 5.42 * 3.35,5.38,5.42,3.35,GIA,,6382318187,https://www.gia.edu/report-check?reportno=6382318187,21/04/2021,GIA 6382318187,,IND,62.10,58.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.50,43.50,41.00,,,,Minor Details of Polish,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4600.0,-21.5,3611.0,2166.6,,,,
KG-45856,ROUND,0.610,D,VS1,VG,EX,EX,FNT,,,,,5.28 - 5.31 * 3.40,5.28,5.31,3.40,GIA,,1383318253,https://www.gia.edu/report-check?reportno=1383318253,20/04/2021,GIA 1383318253,,IND,64.20,56.00,STK to THK,STK,THK,,FACETED,NONE,,17.00,37.50,42.50,40.40,,,,Crystal  Cloud,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4800.0,-32.0,3264.0,1991.04,,,,
KG-45865,ROUND,0.500,E,VVS1,EX,EX,EX,STG,BLU,,,,5.10 - 5.13 * 3.07,5.10,5.13,3.07,GIA,,1387331734,https://www.gia.edu/report-check?reportno=1387331734,21/04/2021,GIA 1387331734,,IND,60.10,61.00,STK,STK,,,FACETED,NONE,,13.00,33.00,43.00,40.80,,,,Feather,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,5300.0,-41.0,3127.0,1563.5,,,,
KG-45870,ROUND,0.700,D,SI2,EX,VG,VG,NON,,,,,5.60 - 5.67 * 3.55,5.60,5.67,3.55,GIA,,6385387097,https://www.gia.edu/report-check?reportno=6385387097,27/04/2021,GIA 6385387097,,IND,63.10,57.00,THN to STK,THN,STK,,FACETED,NONE,,16.00,36.50,43.50,41.00,,,,Crystal,,,,SB1,TB2,SF0,SC1,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-45870.jpg,,GIA,,,4100.0,-35.5,2644.5,1851.15,,,,
KG-45874,ROUND,0.500,E,VVS2,VG,EX,EX,FNT,,,,,4.96 - 4.99 * 3.21,4.96,4.99,3.21,GIA,,5386315912,https://www.gia.edu/report-check?reportno=5386315912,20/04/2021,GIA 5386315912,,IND,64.50,57.00,STK to THK,STK,THK,,FACETED,NONE,,15.50,36.00,44.00,41.40,,,,Needle  Pinpoint,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4900.0,-38.0,3038.0,1519.0,,,,
KG-45881,ROUND,0.500,E,VS2,EX,EX,VG,STG,BLU,,,,5.03 - 5.09 * 3.16,5.03,5.09,3.16,GIA,,6381315833,https://www.gia.edu/report-check?reportno=6381315833,21/04/2021,GIA 6381315833,,IND,62.40,58.00,MED to STK,MED,STK,,FACETED,NONE,,15.50,36.50,43.00,40.80,,,,Feather,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF1,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4300.0,-46.0,2322.0,1161.0,,,,
KG-45885,ROUND,0.700,F,VS1,VG,EX,EX,STG,BLU,,,,5.53 - 5.57 * 3.55,5.53,5.57,3.55,GIA,,6385315746,https://www.gia.edu/report-check?reportno=6385315746,21/04/2021,GIA 6385315746,,IND,63.90,59.00,THK,THK,,,FACETED,NONE,,16.00,37.50,43.00,40.60,,,,Crystal,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,5600.0,-45.0,3080.0,2156.0,,,,
KG-45886,ROUND,0.700,H,VS2,VG,VG,EX,MED,BLU,,,,5.56 - 5.61 * 3.58,5.56,5.61,3.58,GIA,,1385315759,https://www.gia.edu/report-check?reportno=1385315759,20/04/2021,GIA 1385315759,,IND,64.20,56.00,STK to THK,STK,THK,,FACETED,NONE,,16.50,36.50,43.50,41.20,,,,Crystal,,,,SB0,TB2,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,ONHOLD,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-45886.jpg,,GIA,,,4700.0,-41.0,2773.0,1941.1,,,,
KG-45896,ROUND,0.810,I,SI1,VG,EX,EX,MED,BLU,,,,5.81 - 5.85 * 3.76,5.81,5.85,3.76,GIA,,2387315388,https://www.gia.edu/report-check?reportno=2387315388,20/04/2021,GIA 2387315388,,IND,64.50,57.00,STK to THK,STK,THK,,FACETED,NONE,,16.50,37.50,43.00,40.60,,,,Crystal  Feather,,,,SB0,TB0,SF1,SC0,,,0.99,,,TF0,,,,,,,  ,BROWN  100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,3400.0,-26.0,2516.0,2037.96,,,,
KG-45898,ROUND,0.600,D,VVS2,EX,EX,VG,NON,,,,,5.32 - 5.38 * 3.39,5.32,5.38,3.39,GIA,,1389315350,https://www.gia.edu/report-check?reportno=1389315350,20/04/2021,GIA 1389315350,,IND,63.30,57.00,MED to STK,MED,STK,,FACETED,NONE,,16.00,36.50,43.50,41.20,,,,Pinpoint,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,5200.0,-33.0,3484.0,2090.4,,,,
KG-45900,ROUND,0.710,D,VVS2,VG,EX,VG,MED,BLU,,,,5.55 - 5.59 * 3.57,5.55,5.59,3.57,GIA,,2384315315,https://www.gia.edu/report-check?reportno=2384315315,21/04/2021,GIA 2384315315,,IND,64.00,56.00,STK to THK,STK,THK,,FACETED,NONE,,17.50,38.50,42.00,40.00,,,,Needle  Indented Natural,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,6600.0,-40.0,3960.0,2811.6,,,,
KG-45905,ROUND,0.700,E,SI1,GD,VG,VG,MED,BLU,,,,5.46 - 5.51 * 3.64,5.46,5.51,3.64,GIA,,6381315266,https://www.gia.edu/report-check?reportno=6381315266,19/04/2021,GIA 6381315266,,IND,66.30,56.00,MED to VTK,MED,VTK,,FACETED,NONE,,17.00,37.50,44.00,41.40,,,,Crystal  Feather,,,,SB1,TB2,SF1,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4700.0,-50.0,2350.0,1645.0,,,,
KG-45911,ROUND,0.510,E,VS1,EX,EX,EX,MED,BLU,,,,5.10 - 5.11 * 3.17,5.10,5.11,3.17,GIA,,2387331412,https://www.gia.edu/report-check?reportno=2387331412,20/04/2021,GIA 2387331412,,IND,62.20,57.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.00,43.00,40.80,,,,Pinpoint,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,NO,NO,,,,GIA,,,4600.0,-37.0,2898.0,1477.98,,,,
KG-45918,ROUND,0.800,D,VS1,VG,EX,EX,MED,BLU,,,,5.79 - 5.82 * 3.73,5.79,5.82,3.73,GIA,,2384317544,https://www.gia.edu/report-check?reportno=2384317544,21/04/2021,GIA 2384317544,,IND,64.20,56.00,MED to THK,MED,THK,,FACETED,NONE,,17.50,38.50,42.00,40.20,,,,Crystal  Indented Natural  Feather  Needle,,,,SB1,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-45918.jpg,,GIA,,,6200.0,-27.0,4526.0,3620.8,,,,
KG-45931,ROUND,0.720,E,VVS1,EX,EX,EX,FNT,,,,,5.71 - 5.73 * 3.58,5.71,5.73,3.58,GIA,,7386315578,https://www.gia.edu/report-check?reportno=7386315578,21/04/2021,GIA 7386315578,,IND,62.60,56.00,MED to STK,MED,STK,,FACETED,NONE,,16.50,36.00,43.00,40.60,,,,Pinpoint  Feather,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-45931.jpg,,GIA,,,6900.0,-32.5,4657.5,3353.4,,,,
KG-45942,ROUND,0.600,D,VVS1,VG,EX,VG,FNT,,,,,5.28 - 5.31 * 3.36,5.28,5.31,3.36,GIA,,1387317142,https://www.gia.edu/report-check?reportno=1387317142,19/04/2021,GIA 1387317142,,IND,63.50,56.00,STK to THK,STK,THK,,FACETED,NONE,,16.50,36.50,42.00,40.20,,,,Pinpoint  Feather,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-45942.jpg,,GIA,,,5800.0,-37.0,3654.0,2192.4,,,,
KG-45952,ROUND,0.520,F,VS2,EX,EX,EX,STG,BLU,,,,5.12 - 5.15 * 3.22,5.12,5.15,3.22,GIA,,6385315980,https://www.gia.edu/report-check?reportno=6385315980,19/04/2021,GIA 6385315980,,IND,62.60,57.00,MED to STK,MED,STK,,FACETED,NONE,,15.50,35.50,43.50,41.00,,,,Needle,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-45952.jpg,,GIA,,,4100.0,-35.0,2665.0,1385.8,,,,
KG-45955,ROUND,0.500,F,VVS2,EX,EX,EX,STG,BLU,,,,5.03 - 5.08 * 3.17,5.03,5.08,3.17,GIA,,2388316043,https://www.gia.edu/report-check?reportno=2388316043,20/04/2021,GIA 2388316043,,IND,62.70,56.00,MED to STK,MED,STK,,FACETED,NONE,,16.50,36.50,42.50,40.60,,,,Pinpoint  Feather,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-45955.jpg,,GIA,,,4600.0,-40.0,2760.0,1380.0,,,,
KG-45957,ROUND,0.520,E,VVS1,EX,EX,EX,MED,BLU,,,,5.18 - 5.21 * 3.17,5.18,5.21,3.17,GIA,,2386316083,https://www.gia.edu/report-check?reportno=2386316083,19/04/2021,GIA 2386316083,,IND,61.00,60.00,MED to STK,MED,STK,,FACETED,NONE,,13.00,33.00,44.00,41.40,,,,Pinpoint,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-45957.jpg,,GIA,,,5300.0,-36.0,3392.0,1763.84,,,,
KG-45963,ROUND,0.540,E,IF,EX,EX,EX,FNT,,,,,5.21 - 5.22 * 3.25,5.21,5.22,3.25,GIA,,2387318109,https://www.gia.edu/report-check?reportno=2387318109,19/04/2021,GIA 2387318109,,IND,62.30,58.00,MED to STK,MED,STK,,FACETED,NONE,,14.50,35.00,43.50,41.20,,,,Minor Details of Polish,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-45963.jpg,,GIA,,,5700.0,-31.0,3933.0,2123.82,,,,
KG-46056,ROUND,0.700,D,VVS1,EX,EX,EX,FNT,,,,,5.66 - 5.68 * 3.48,5.66,5.68,3.48,GIA,,3385316870,https://www.gia.edu/report-check?reportno=3385316870,19/04/2021,GIA 3385316870,,IND,61.40,60.00,MED to STK,MED,STK,,FACETED,NONE,,14.00,35.50,43.00,40.80,,,,Cloud  Feather,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46056.jpg,,GIA,,,7400.0,-31.5,5069.0,3548.3,,,,
KG-46060,ROUND,0.500,E,SI1,EX,EX,VG,STG,BLU,,,,5.07 - 5.10 * 3.12,5.07,5.10,3.12,GIA,,6382316897,https://www.gia.edu/report-check?reportno=6382316897,19/04/2021,GIA 6382316897,,IND,61.40,59.00,MED to STK,MED,STK,,FACETED,NONE,,14.50,34.50,43.00,40.80,,,,Twinning Wisp  Crystal  Etch Channel  Feather,,,,SB0,TB2,SF1,SC1,,,0.99,,,TF1,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46060.jpg,,GIA,,,3600.0,-49.0,1836.0,918.0,,,,
KG-46062,ROUND,0.700,E,VS1,VG,EX,EX,FNT,,,,,5.54 - 5.57 * 3.57,5.54,5.57,3.57,GIA,,1389316936,https://www.gia.edu/report-check?reportno=1389316936,19/04/2021,GIA 1389316936,,IND,64.20,57.00,STK to THK,STK,THK,,FACETED,NONE,,16.50,37.50,42.50,40.60,,,,Crystal  Cloud  Needle  Indented Natural,,,,SB0,TB1,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46062.jpg,,GIA,,,5900.0,-40.0,3540.0,2478.0,,,,
KG-46065,ROUND,0.510,I,VS1,EX,EX,EX,NON,,,,,5.08 - 5.11 * 3.23,5.08,5.11,3.23,GIA,,1387385522,https://www.gia.edu/report-check?reportno=1387385522,27/04/2021,GIA 1387385522,,IND,63.40,56.00,MED to STK,MED,STK,,FACETED,NONE,,16.50,36.50,43.50,41.00,,,,Cloud  Internal Graining  Indented Natural,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,BROWN  100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46065.jpg,,GIA,,,3400.0,-29.5,2397.0,1222.47,,,,
KG-46068,ROUND,0.500,I,VS1,EX,EX,VG,STG,BLU,,,,5.03 - 5.07 * 3.18,5.03,5.07,3.18,GIA,,2387316239,https://www.gia.edu/report-check?reportno=2387316239,21/04/2021,GIA 2387316239,,IND,63.00,56.00,MED to STK,MED,STK,,FACETED,NONE,,16.50,36.50,43.00,40.80,,,,Crystal,,,,SB0,TB0,SF0,SC1,,,0.99,,,TF0,,,,,,,  ,BROWN  100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46068.jpg,,GIA,,,3400.0,-43.0,1938.0,969.0,,,,
KG-46070,ROUND,0.500,E,VS2,EX,EX,VG,STG,BLU,,,,5.06 - 5.09 * 3.16,5.06,5.09,3.16,GIA,,7382316219,https://www.gia.edu/report-check?reportno=7382316219,19/04/2021,GIA 7382316219,,IND,62.20,58.00,MED to STK,MED,STK,,FACETED,NONE,,14.00,34.00,44.00,41.60,,,,Feather,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF1,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46070.jpg,,GIA,,,4300.0,-46.0,2322.0,1161.0,,,,
KG-46075,ROUND,0.800,J,SI2,VG,EX,VG,MED,BLU,,,,5.75 - 5.82 * 3.73,5.75,5.82,3.73,GIA,,5386316150,https://www.gia.edu/report-check?reportno=5386316150,19/04/2021,GIA 5386316150,,IND,64.40,56.00,STK to THK,STK,THK,,FACETED,NONE,,16.50,37.00,42.50,40.40,,,,Feather,,,,SB2,TB0,SF2,SC0,,,0.99,,,TF0,,,,,,,  ,BROWN  100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46075.jpg,,GIA,,,2700.0,-28.0,1944.0,1555.2,,,,
KG-46235,ROUND,0.500,H,SI2,VG,EX,EX,NON,,,,,4.94 - 4.98 * 3.20,4.94,4.98,3.20,GIA,,2386316569,https://www.gia.edu/report-check?reportno=2386316569,19/04/2021,GIA 2386316569,,IND,64.40,59.00,STK to THK,STK,THK,,FACETED,NONE,,15.50,37.00,44.00,41.20,,,,Crystal,,,,SB0,TB2,SF0,SC0,,,0.99,,,TF2,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46235.jpg,,GIA,,,2700.0,-33.0,1809.0,904.5,,,,
KG-46255,ROUND,0.550,D,IF,EX,EX,EX,NON,,,,,5.20 - 5.23 * 3.24,5.20,5.23,3.24,GIA,,6381331258,https://www.gia.edu/report-check?reportno=6381331258,21/04/2021,GIA 6381331258,,IND,62.00,59.00,MED to STK,MED,STK,,FACETED,NONE,,14.50,35.50,43.50,41.00,,,,Minor Details of Polish,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46255.jpg,,GIA,,,7000.0,-29.0,4970.0,2733.5,,,,
KG-46274,ROUND,0.500,E,SI2,VG,EX,VG,NON,,,,,4.95 - 5.00 * 3.19,4.95,5.00,3.19,GIA,,7386315596,https://www.gia.edu/report-check?reportno=7386315596,19/04/2021,GIA 7386315596,,IND,64.10,58.00,STK to THK,STK,THK,,FACETED,NONE,,16.00,37.00,43.50,41.20,,,,Feather  Crystal  Cloud,,,,SB0,TB2,SF2,SC1,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46274.jpg,,GIA,,,3000.0,-37.0,1890.0,945.0,,,,
KG-46508,ROUND,0.550,F,IF,EX,EX,EX,FNT,,,,,5.21 - 5.23 * 3.28,5.21,5.23,3.28,GIA,,1383384304,https://www.gia.edu/report-check?reportno=1383384304,23/04/2021,GIA 1383384304,,IND,62.90,56.00,MED to STK,MED,STK,,FACETED,NONE,,16.50,36.50,43.00,40.80,,,,Surface Graining  Minor Details of Polish,,,,SB0,TB0,SF0,SC0,,,1,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46508.jpg,,GIA,,,5000.0,-29.0,3550.0,1952.5,,,,
KG-46512,ROUND,0.500,F,IF,EX,EX,EX,FNT,,,,,5.04 - 5.08 * 3.19,5.04,5.08,3.19,GIA,,2387384325,https://www.gia.edu/report-check?reportno=2387384325,28/04/2021,GIA 2387384325,,IND,63.20,57.00,MED to STK,MED,STK,,FACETED,NONE,,15.00,35.00,44.00,41.40,,,,Natural  Minor Details of Polish,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46512.jpg,,GIA,,,5000.0,-29.0,3550.0,1775.0,,,,
KG-46516,ROUND,0.550,H,IF,EX,EX,EX,NON,,,,,5.18 - 5.22 * 3.27,5.18,5.22,3.27,GIA,,1385385026,https://www.gia.edu/report-check?reportno=1385385026,26/04/2021,GIA 1385385026,,IND,62.90,57.00,MED to STK,MED,STK,,FACETED,NONE,,16.00,36.50,43.50,41.00,,,,Surface Graining  Minor Details of Polish,,,,SB0,TB0,SF0,SC0,,,0.99,,,TF0,,,,,,,  ,NO BGM 100% EYECLEAN,26/03/2022,AVAILABLE,NO,YES,NO,,https://pdhk.blob.core.windows.net/pdhk/www/viewer3/RealImages/KG-46516.jpg,,GIA,,,4300.0,-29.0,3053.0,1679.15,,,,
