availability,cash_price,comments,inclusion_center,color,girdle_min, city,country,cash_discount,cert_comment,lab,fancy_color_dominant_color,fancy_color_intensity,fancy_color_overtone,cut,girdle_condition,set_matched_pair_separable,milky,pair_stock_num,parcel_stones,state,polish,treatment,fancy_color_secondary_color, culet_condition,bgm,crown_angle,laser_inscription,trade_show.,eye_clean,shade,inclusion_black,inclusion_open,camera_type,size,symmetry,measurement,ratio, meas_length,meas_width, fluor_color, meas_depth,culet_size,image_url,stock_num,pavilion_angle,Star,Lower_Halves,video_url,shape,clarity, discount_percent,price_per_carat,total_sales_price, Girdle,girdle_percent,crown_height,pavilion_depth,camera_ref,cert_url,cert_num,fluor_intensity,table_percent,depth_percent
A,,Twinning Wisp  Feather,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 1413679290,,ABOVE 85%,NONE,NB,NO OPEN,,0.3,EX,4.29 - 4.32 * 2.66,null,4.32,4.29,null,2.66,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-138432/still.jpg,15R-138432,41.8,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-138432/video.mp4,ROUND,SI1,-36,1472,441.6,MED - STK,,13,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1413679290.Pdf,1413679290,NONE,59,61.7
A,,Cloud  Feather  Crystal,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 3425682722,,ABOVE 85%,NONE,TBL0,NO OPEN,,0.3,EX,4.31 - 4.32 * 2.62,null,4.32,4.31,null,2.62,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146524/still.jpg,15R-146524,40.6,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146524/video.mp4,ROUND,SI1,-36,1472,441.6,THN - STK,,14.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/3425682722.Pdf,3425682722,NONE,57,60.7
A,,Cloud,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32,GIA 5423946054,,100%,NONE,TBL0,NO OPEN,,0.33,EX,4.48 - 4.50 * 2.74,null,4.5,4.48,null,2.74,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-148317/still.jpg,15R-148317,41.8,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-148317/video.mp4,ROUND,SI1,-36,1472,485.76,MED - STK,,12.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/5423946054.Pdf,5423946054,NONE,60,61
A,,Crystal  Feather,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 2436272225,,ABOVE 85%,NONE,TBL0,NO OPEN,,0.3,EX,4.26 - 4.28 * 2.66,null,4.28,4.26,null,2.66,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150410/still.jpg,15R-150410,40.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150410/video.mp4,ROUND,SI1,-36,1472,441.6,MED - STK,,16.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2436272225.Pdf,2436272225,NONE,56,62.3
A,,Cloud  Feather,CW0,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 7431592600,,ABOVE 85%,NONE,NB,NO OPEN,,0.31,EX,4.30 - 4.34 * 2.70,null,4.34,4.3,null,2.7,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151951/still.jpg,15R-151951,41,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151951/video.mp4,ROUND,SI1,-36,1472,456.32,MED - STK,,15.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7431592600.Pdf,7431592600,NONE,57,62.5
A,,Twinning Wisp  Feather,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32.5,GIA 7433714358,,ABOVE 85%,NONE,TBL0,NO OPEN,,0.3,EX,4.27 - 4.31 * 2.67,null,4.31,4.27,null,2.67,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153113/still.jpg,15R-153113,41.2,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-153113/video.mp4,ROUND,SI1,-36,1472,441.6,THN - STK,,14.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7433714358.Pdf,7433714358,NONE,54,62.2
A,,Cloud  Crystal  Feather,null,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,null,,,,EX,,,,,34.5,GIA 2416118625,,null,null,null,null,,0.31,EX,4.34 - 4.37 * 2.67,null,4.37,4.34,null,2.67,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21796/still.jpg,15B-21796,41.6,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21796/video.mp4,ROUND,SI1,-35.75,1477.75,458.1,,,13.5,44,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2416118625.Pdf,2416118625,NONE,61,61.4
A,,Feather,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 2408987757,,ABOVE 85%,NONE,NB,NO OPEN,,0.3,EX,4.24 - 4.27 * 2.68,null,4.27,4.24,null,2.68,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-135186/still.jpg,15R-135186,41.2,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-135186/video.mp4,ROUND,SI1,-35.5,1483.5,445.05,MED - STK,,16,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2408987757.Pdf,2408987757,NONE,57,63
A,,Feather,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 1425682660,,ABOVE 85%,NONE,NB,NO OPEN,,0.33,EX,4.40 - 4.41 * 2.74,null,4.41,4.4,null,2.74,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146513/still.jpg,15R-146513,41.2,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-146513/video.mp4,ROUND,SI1,-35.5,1483.5,489.56,MED - STK,,14.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1425682660.Pdf,1425682660,NONE,59,62.3
A,,Crystal  Feather,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 7426865529,,ABOVE 85%,NONE,TBL1,NO OPEN,,0.35,EX,4.48 - 4.51 * 2.81,null,4.51,4.48,null,2.81,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-147696/still.jpg,15R-147696,41.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-147696/video.mp4,ROUND,SI1,-35.5,1483.5,519.23,THN - STK,,13.5,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7426865529.Pdf,7426865529,NONE,60,62.4
A,,Crystal,null,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 5426376400,,null,NONE,null,null,,0.3,EX,4.31 - 4.34 * 2.65,null,4.34,4.31,null,2.65,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-22147/still.jpg,15B-22147,41,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-22147/video.mp4,ROUND,SI1,-35.5,1483.5,445.05,MED,,14.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/5426376400.Pdf,5426376400,NONE,56,61.2
A,,Feather  Crystal,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 3425945694,,ABOVE 85%,NONE,TBL0,NO OPEN,,0.3,EX,4.29 - 4.32 * 2.70,null,4.32,4.29,null,2.7,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-148467/still.jpg,15R-148467,40.8,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-148467/video.mp4,ROUND,SI1,-35.5,1483.5,445.05,MED - STK,,16,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/3425945694.Pdf,3425945694,NONE,56,62.6
A,,Cloud  Crystal,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35,GIA 6431013065,,100%,NONE,NB,NO OPEN,,0.34,EX,4.43 - 4.46 * 2.79,null,4.46,4.43,null,2.79,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-148964/still.jpg,15R-148964,41.2,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-148964/video.mp4,ROUND,SI1,-35.5,1483.5,504.39,MED - STK,,15,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6431013065.Pdf,6431013065,NONE,57,62.8
A,,Feather  Cloud,CW1,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,31.5,GIA 5413841735,,ABOVE 85%,NONE,NB,NO OPEN,,0.3,EX,4.34 - 4.35 * 2.60,null,4.35,4.34,null,2.6,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-139068/still.jpg,15R-139068,41.2,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-139068/video.mp4,ROUND,SI1,-35.25,1489.25,446.78,MED - STK,,12.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/5413841735.Pdf,5413841735,NONE,60,59.8
A,,Crystal  Cloud,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 6402676059,,ABOVE 85%,NONE,TBL1,NO OPEN,,0.36,EX,4.58 - 4.60 * 2.80,null,4.6,4.58,null,2.8,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-132742/still.jpg,15R-132742,41.2,45,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-132742/video.mp4,ROUND,SI1,-35,1495,538.2,MED - STK,,13.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6402676059.Pdf,6402676059,NONE,60,60.9
A,,Feather,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32.5,GIA 1435360829,,ABOVE 85%,NONE,NB,NO OPEN,,0.3,EX,4.28 - 4.31 * 2.64,null,4.31,4.28,null,2.64,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151223/still.jpg,15R-151223,41.2,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-151223/video.mp4,ROUND,SI1,-35,1495,448.5,MED - STK,,13.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1435360829.Pdf,1435360829,NONE,58,61.5
A,,Twinning Wisp  Crystal  Feather,null,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 1435184168,,null,NONE,null,null,,0.31,EX,4.31 - 4.34 * 2.70,null,4.34,4.31,null,2.7,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-22376/still.jpg,15B-22376,41,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-22376/video.mp4,ROUND,SI1,-35,1495,463.45,MED - STK,,null,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1435184168.Pdf,1435184168,NONE,56,62.4
A,,Cloud  Feather  Crystal,CW1,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 2394749017,,100%,NONE,NB,NO OPEN,,0.3,EX,4.34 - 4.37 * 2.60,null,4.37,4.34,null,2.6,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21402/still.jpg,15B-21402,40.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21402/video.mp4,ROUND,SI1,-34.75,1500.75,450.23,MED - STK,,13,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2394749017.Pdf,2394749017,NONE,60,59.7
A,,Feather,CW1,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 7418619285,,100%,NONE,NB,NO OPEN,,0.3,EX,4.30 - 4.33 * 2.67,null,4.33,4.3,null,2.67,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-138200/still.jpg,15R-138200,41,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-138200/video.mp4,ROUND,SI1,-34.5,1506.5,451.95,MED - STK,,15,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7418619285.Pdf,7418619285,NONE,58,61.9
A,,Cloud  Feather  Crystal,CW2,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32.5,GIA 1407895462,,ABOVE 85%,NONE,NB,NO OPEN,,0.3,EX,4.34 - 4.38 * 2.58,null,4.38,4.34,null,2.58,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-134423/still.jpg,15R-134423,40.8,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-134423/video.mp4,ROUND,SI1,-34.25,1512.25,453.68,MED - STK,,12.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1407895462.Pdf,1407895462,NONE,60,59.1
A,,Cloud,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 7398430581,,100%,NONE,NB,NO OPEN,,0.36,EX,4.56 - 4.61 * 2.81,null,4.61,4.56,null,2.81,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-114989/still.jpg,15R-114989,40.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-114989/video.mp4,ROUND,SI1,-34,1518,546.48,MED - STK,,15,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7398430581.Pdf,7398430581,NONE,58,61.4
A,,Feather,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 2426843699,,100%,NONE,NB,NO OPEN,,0.32,EX,4.41 - 4.43 * 2.68,null,4.43,4.41,null,2.68,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-147495/still.jpg,15R-147495,40.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-147495/video.mp4,ROUND,SI1,-34,1518,485.76,MED,,14.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2426843699.Pdf,2426843699,NONE,59,60.7
A,,Crystal  Cloud  Feather,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 7411665403,,100%,NONE,NB,NO OPEN,,0.33,EX,4.49 - 4.51 * 2.74,null,4.51,4.49,null,2.74,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-138318/still.jpg,15R-138318,40.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-138318/video.mp4,ROUND,SI1,-33.5,1529.5,504.74,THN - MED,,14.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/7411665403.Pdf,7411665403,NONE,56,60.9
A,,Feather Crystal,null,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 2417616854,,null,NONE,null,null,,0.3,EX,4.31 - 4.32 * 2.62,null,4.32,4.31,null,2.62,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-22155/still.jpg,15B-22155,40.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-22155/video.mp4,ROUND,SI1,-33,1541,462.3,MED - STK,,14,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2417616854.Pdf,2417616854,NONE,59,60.7
A,,Crystal,CW2,D,,,INDIA,,null,GIA,null,null,null,VG,,,NONE,,,,VG,,,,,36,GIA 6412324189,,ABOVE 85%,NONE,TBL2,NO OPEN,,0.3,VG,4.21 - 4.25 * 2.62,null,4.25,4.21,null,2.62,VERY SMALL,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-135913/still.jpg,15R-135913,40,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-135913/video.mp4,ROUND,SI2,-48.5,1030,309,STK - THK,,15.5,41.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6412324189.Pdf,6412324189,FNT,57,61.9
A,,Crystal  Feather,CW2,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36,GIA 6381529143,,ABOVE 85%,NONE,TBL1,NO OPEN,,0.34,EX,4.43 - 4.46 * 2.78,null,4.46,4.43,null,2.78,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-111601/still.jpg,15R-111601,40.6,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-111601/video.mp4,ROUND,SI2,-42.5,1150,391,MED,,16.5,42.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6381529143.Pdf,6381529143,FNT,55,62.6
A,,Crystal,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33.5,GIA 2438341600,,ABOVE 85%,NONE,TBL1,NO OPEN,,0.3,EX,4.29 - 4.32 * 2.67,null,4.32,4.29,null,2.67,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150545/still.jpg,15R-150545,40.8,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150545/video.mp4,ROUND,SI2,-42.5,1150,345,MED - STK,,15,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2438341600.Pdf,2438341600,FNT,55,61.9
A,,Crystal  Twinning Wisp,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 1433254130,,ABOVE 85%,NONE,TBL1,NO OPEN,,0.3,EX,4.25 - 4.27 * 2.68,null,4.27,4.25,null,2.68,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150111/still.jpg,15R-150111,40.6,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-150111/video.mp4,ROUND,SI2,-41.5,1170,351,THN - STK,,16.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1433254130.Pdf,1433254130,FNT,55,62.9
A,,Crystal,CW1,D,,,HONGKONG,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34,GIA 1385138329,,ABOVE 85%,NONE,TBL0,NO OPEN,,0.34,EX,4.53 - 4.55 * 2.80,null,4.55,4.53,null,2.8,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-110415/still.jpg,15R-110415,41.6,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-110415/video.mp4,ROUND,SI2,-40.5,1190,404.6,THN - MED,,14,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1385138329.Pdf,1385138329,FNT,58,61.6
A,,Feather,NONE,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,34.5,GIA 2397797514,,ABOVE 70%,NONE,TBL0,NO OPEN,,0.34,EX,4.46 - 4.48 * 2.78,null,4.48,4.46,null,2.78,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21856/still.jpg,15B-21856,41.2,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21856/video.mp4,ROUND,SI2,-38.25,1235,419.9,,,14.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2397797514.Pdf,2397797514,NONE,58,62.1
A,,Twinning Wisp,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 1398821745,,ABOVE 85%,NONE,TBL1,NO OPEN,,0.34,EX,4.42 - 4.44 * 2.78,null,4.44,4.42,null,2.78,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21848/still.jpg,15B-21848,40.6,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21848/video.mp4,ROUND,SI2,-37.75,1245,423.3,,,16,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/1398821745.Pdf,1398821745,NONE,56,62.6
A,,Crystal  Cloud  Feather,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,32.5,GIA 6401542965,,ABOVE 85%,NONE,TBL1,NO OPEN,,0.32,EX,4.39 - 4.42 * 2.69,null,4.42,4.39,null,2.69,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-127483/still.jpg,15R-127483,41.2,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-127483/video.mp4,ROUND,SI2,-37.75,1245,398.4,MED - STK,,13.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6401542965.Pdf,6401542965,NONE,58,61
A,,Feather  Twinning Wisp,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,31.5,GIA 2436712499,,ABOVE 85%,NONE,TBL1,NO OPEN,,0.3,EX,4.37 - 4.39 * 2.59,null,4.39,4.37,null,2.59,VERY SMALL,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152441/still.jpg,15R-152441,41,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152441/video.mp4,ROUND,SI2,-37.5,1250,375,MED - STK,,12.5,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2436712499.Pdf,2436712499,NONE,59,59.1
A,,Crystal  Cloud,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,36.5,GIA 6422081296,,ABOVE 85%,NONE,TBL0,NO OPEN,,0.33,EX,4.39 - 4.40 * 2.78,null,4.4,4.39,null,2.78,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140615/still.jpg,15R-140615,41,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-140615/video.mp4,ROUND,SI2,-37.25,1255,414.15,THN - MED,,16.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6422081296.Pdf,6422081296,NONE,56,63.2
A,,Twinning Wisp  Crystal,CW2,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35.5,GIA 2414651098,,ABOVE 85%,NONE,TBL0,NO OPEN,,0.3,EX,4.27 - 4.30 * 2.67,null,4.3,4.27,null,2.67,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21706/still.jpg,15B-21706,41,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21706/video.mp4,ROUND,SI2,-36.5,1270,381,,,15,43,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2414651098.Pdf,2414651098,NONE,58,62.2
A,,Feather  Twinning Wisp,CW1,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 6401096716,,100%,NONE,TBL0,NO OPEN,,0.3,EX,4.28 - 4.30 * 2.68,null,4.3,4.28,null,2.68,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-123959/still.jpg,15R-123959,41.2,45,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-123959/video.mp4,ROUND,SI2,-36.5,1270,381,MED - STK,,14.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/6401096716.Pdf,6401096716,NONE,56,62.4
A,,Crystal  Feather,CW2,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,33,GIA 2406186265,,ABOVE 85%,NONE,TBL1,NO OPEN,,0.3,EX,4.27 - 4.30 * 2.67,null,4.3,4.27,null,2.67,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-124626/still.jpg,15R-124626,41.8,50,75,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-124626/video.mp4,ROUND,SI2,-36.5,1270,381,STK,,13,44.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2406186265.Pdf,2406186265,NONE,60,62.4
A,,Cloud  Feather  Crystal,CW2,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35,GIA 2436716540,,ABOVE 70%,NONE,TBL0,NO OPEN,,0.3,EX,4.28 - 4.31 * 2.68,null,4.31,4.28,null,2.68,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152947/still.jpg,15R-152947,41.2,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15R-152947/video.mp4,ROUND,SI2,-36.5,1270,381,MED - STK,,15.5,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2436716540.Pdf,2436716540,NONE,56,62.4
A,,Crystal  Feather,CW2,D,,,INDIA,,null,GIA,null,null,null,EX,,,NONE,,,,EX,,,,,35,GIA 2417882448,,ABOVE 70%,NONE,TBL0,NO OPEN,,0.35,EX,4.49 - 4.50 * 2.81,null,4.5,4.49,null,2.81,NONE,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21885/still.jpg,15B-21885,41.4,50,80,https://pckrstg.blob.core.windows.net/hdfile/DimImg/360Viewer/HD4/imaged/15B-21885/video.mp4,ROUND,SI2,-36,1280,448,,,15,43.5,,https://pckrstg.blob.core.windows.net/hdfile/Cert/2417882448.Pdf,2417882448,NONE,58,62.5
